Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2005-06,20,GSW,NBA,C,17,0,144,5.7,9.5,0.605,0.0,0.0,5.7,9.5,0.605,0.605,0.2,1.5,0.167,4.7,4.3,9.0,0.5,0.5,1.7,0.5,6.2,11.7,
1 Yr,1 Yr,1 Yr,1 Yr,,17,0,144,5.7,9.5,0.605,0.0,0.0,5.7,9.5,0.605,0.605,0.2,1.5,0.167,4.7,4.3,9.0,0.5,0.5,1.7,0.5,6.2,11.7,
