0
2009-10 Sixth Man of the Year (John Havlicek Trophy)
2013-14 Sixth Man of the Year (John Havlicek Trophy)
2015-16 Sixth Man of the Year (John Havlicek Trophy)
2017-18 Twyman-Stokes Teammate of the Year
