Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2006-07,22,NJN,NBA,SG,6,0,9,6.0,12.0,0.5,0.0,0.0,6.0,12.0,0.5,0.5,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,18.0,12.0,98,103,
1 Yr,1 Yr,1 Yr,1 Yr,,6,0,9,6.0,12.0,0.5,0.0,0.0,6.0,12.0,0.5,0.5,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,18.0,12.0,98,103,
