Season,Team,Lg,Salary
2016-17,Los Angeles Clippers,NBA,"$543,471"
2017-18,Atlanta Hawks,NBA,"$1,312,611"
2017-18,Chicago Bulls,NBA,"$50,000"
Career,(may be incomplete),,"$1,906,082"
