Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2008-09,22,POR,NBA,PG,5,0,27,4.2,12.7,0.333,0.0,0.0,4.2,12.7,0.333,0.333,0.0,0.0,2.1,4.2,6.4,14.8,0.0,2.1,4.2,10.6,8.5,89,114,
1 Yr,1 Yr,1 Yr,1 Yr,,5,0,27,4.2,12.7,0.333,0.0,0.0,4.2,12.7,0.333,0.333,0.0,0.0,2.1,4.2,6.4,14.8,0.0,2.1,4.2,10.6,8.5,89,114,
