"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 24_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 27_level_0', 'Awards')"
2016-17,21,TOR,NBA,C,6.0,0.0,26.0,0.455,2.4,1.0,0.818,0.182,0.0,0.0,0.0,0.455,0.556,0.0,,,0.2,0.0,0.0,,0.0,0.0,
2017-18,22,TOR,NBA,C,9.0,0.0,140.0,0.548,2.6,0.968,0.774,0.161,0.032,0.0,0.032,0.567,0.583,0.4,1.0,0.0,0.588,0.097,3.0,0.0,0.0,0.0,
2018-19,23,SAS,NBA,C,7.0,7.0,177.0,0.639,5.3,0.972,0.556,0.389,0.028,0.0,0.028,0.657,0.65,0.714,0.0,0.0,0.739,0.028,1.0,0.0,1.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,7.0,343.0,0.577,3.4,0.974,0.679,0.269,0.026,0.0,0.026,0.592,0.604,0.571,0.5,0.0,0.622,0.051,4.0,0.0,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,26.0,1278.0,0.577,3.4,0.974,0.679,0.269,0.026,0.0,0.026,0.592,0.604,0.571,0.5,0.0,0.622,0.051,15.0,0.0,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,15.0,0.0,166.0,0.524,2.5,0.976,0.786,0.167,0.024,0.0,0.024,0.537,0.576,0.286,1.0,0.0,0.5,0.071,3.0,0.0,0.0,0.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,7.0,7.0,177.0,0.639,5.3,0.972,0.556,0.389,0.028,0.0,0.028,0.657,0.65,0.714,0.0,0.0,0.739,0.028,1.0,0.0,1.0,0.0,
