Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-19,TOR,@,PHI,"W, 121-112",*,33,8,10,0.8,0,0,,3,4,0.75,3,5,8,4,1,0,1,3,19,20.0,4
2025-11-17,TOR,,CHO,"W, 110-108",*,32,6,7,0.857,0,0,,1,2,0.5,1,8,9,1,0,0,1,3,13,11.7,6
2025-11-15,TOR,@,IND,"W, 129-111",*,26,8,9,0.889,0,0,,6,14,0.429,4,5,9,1,1,1,1,1,22,21.0,4
2025-11-13,TOR,@,CLE,"W, 126-113",*,29,7,10,0.7,0,0,,6,6,1.0,3,4,7,3,2,0,0,3,20,22.0,7
2025-11-11,TOR,@,BRK,"W, 119-109",*,30,5,6,0.833,0,0,,2,4,0.5,4,6,10,2,1,2,0,4,12,15.8,15
