Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2004-05,22,CHI,NBA,C,6.0,0.0,172.0,19.0,40.0,0.475,0.0,0.0,19.0,40.0,0.475,0.475,32.0,46.0,0.696,29.0,29.0,58.0,8.0,1.0,13.0,8.0,27.0,70.0,0.0,
2005-06,23,CHI,NBA,C,6.0,0.0,104.0,4.0,6.0,0.667,0.0,0.0,4.0,6.0,0.667,0.667,3.0,10.0,0.3,8.0,19.0,27.0,3.0,2.0,2.0,6.0,29.0,11.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,25,NOH,NBA,C,12.0,12.0,412.0,43.0,68.0,0.632,0.0,0.0,43.0,68.0,0.632,0.632,10.0,16.0,0.625,45.0,78.0,123.0,5.0,5.0,20.0,10.0,43.0,96.0,0.0,
2008-09,26,NOH,NBA,C,4.0,4.0,94.0,6.0,12.0,0.5,0.0,0.0,6.0,12.0,0.5,0.5,3.0,6.0,0.5,8.0,13.0,21.0,2.0,2.0,1.0,8.0,17.0,15.0,0.0,
2009-10,27,CHA,NBA,C,4.0,0.0,60.0,6.0,11.0,0.545,0.0,0.0,6.0,11.0,0.545,0.545,2.0,3.0,0.667,3.0,7.0,10.0,2.0,2.0,3.0,4.0,16.0,14.0,0.0,
2010-11,28,DAL,NBA,C,21.0,21.0,680.0,57.0,98.0,0.582,0.0,0.0,57.0,98.0,0.582,0.582,53.0,78.0,0.679,79.0,114.0,193.0,8.0,13.0,19.0,14.0,77.0,167.0,0.0,
2011-12,29,NYK,NBA,C,5.0,5.0,167.0,11.0,25.0,0.44,0.0,0.0,11.0,25.0,0.44,0.44,9.0,15.0,0.6,18.0,27.0,45.0,4.0,7.0,7.0,15.0,18.0,31.0,0.0,
2012-13,30,NYK,NBA,C,12.0,12.0,350.0,28.0,52.0,0.538,0.0,0.0,28.0,52.0,0.538,0.538,12.0,16.0,0.75,40.0,48.0,88.0,4.0,8.0,14.0,11.0,48.0,68.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,32,DAL,NBA,C,5.0,5.0,160.0,19.0,29.0,0.655,0.0,0.0,19.0,29.0,0.655,0.655,13.0,26.0,0.5,27.0,27.0,54.0,1.0,3.0,6.0,5.0,16.0,51.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,37,HOU,NBA,C,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,76.0,59.0,2199.0,193.0,341.0,0.566,0.0,0.0,193.0,341.0,0.566,0.566,137.0,218.0,0.628,257.0,362.0,619.0,37.0,43.0,85.0,81.0,291.0,523.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,64.0,2373.0,208.0,368.0,0.566,0.0,0.0,208.0,368.0,0.566,0.566,148.0,235.0,0.628,277.0,391.0,668.0,40.0,46.0,92.0,87.0,314.0,564.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,26.0,26.0,840.0,76.0,127.0,0.598,0.0,0.0,76.0,127.0,0.598,0.598,66.0,104.0,0.635,106.0,141.0,247.0,9.0,16.0,25.0,19.0,93.0,218.0,0.0,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,17.0,17.0,517.0,39.0,77.0,0.506,0.0,0.0,39.0,77.0,0.506,0.506,21.0,31.0,0.677,58.0,75.0,133.0,8.0,15.0,21.0,26.0,66.0,99.0,0.0,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,16.0,16.0,506.0,49.0,80.0,0.613,0.0,0.0,49.0,80.0,0.613,0.613,13.0,22.0,0.591,53.0,91.0,144.0,7.0,7.0,21.0,18.0,60.0,111.0,0.0,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,12.0,0.0,276.0,23.0,46.0,0.5,0.0,0.0,23.0,46.0,0.5,0.5,35.0,56.0,0.625,37.0,48.0,85.0,11.0,3.0,15.0,14.0,56.0,81.0,0.0,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,4.0,0.0,60.0,6.0,11.0,0.545,0.0,0.0,6.0,11.0,0.545,0.545,2.0,3.0,0.667,3.0,7.0,10.0,2.0,2.0,3.0,4.0,16.0,14.0,0.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
