Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2004-05,22,CHI,NBA,C,6.0,0.0,172.0,19.2,0.581,0.0,1.15,17.2,18.7,17.9,7.4,0.3,5.6,11.7,16.8,0.5,0.2,0.7,0.197,0.5,1.5,2.0,0.2,
2005-06,23,CHI,NBA,C,6.0,0.0,104.0,3.1,0.529,0.0,1.667,9.0,21.0,15.1,4.3,1.0,1.7,36.6,7.2,0.0,0.1,0.1,0.045,-7.3,1.5,-5.8,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,25,NOH,NBA,C,12.0,12.0,412.0,15.7,0.64,0.0,0.235,12.4,20.9,16.7,1.8,0.7,4.3,11.8,10.0,0.9,0.5,1.4,0.165,0.4,-0.1,0.3,0.2,
2008-09,26,NOH,NBA,C,4.0,4.0,94.0,3.7,0.512,0.0,0.5,10.0,17.6,13.6,4.1,1.1,0.9,35.3,11.5,-0.1,0.0,-0.2,-0.09,-6.6,-1.1,-7.8,-0.1,
2009-10,27,CHA,NBA,C,4.0,0.0,60.0,7.2,0.568,0.0,0.273,6.5,15.0,10.8,6.0,1.9,6.2,24.5,13.4,0.0,0.1,0.0,0.031,-6.9,2.9,-4.0,0.0,
2010-11,28,DAL,NBA,C,21.0,21.0,680.0,15.2,0.631,0.0,0.796,14.6,20.2,17.4,1.9,1.1,2.3,9.6,10.5,1.9,0.8,2.7,0.188,0.6,0.0,0.6,0.5,
2011-12,29,NYK,NBA,C,5.0,5.0,167.0,10.0,0.491,0.0,0.6,12.6,20.5,16.4,4.2,2.3,4.0,32.2,13.2,-0.2,0.1,0.0,-0.01,-2.4,1.2,-1.2,0.0,
2012-13,30,NYK,NBA,C,12.0,12.0,350.0,12.8,0.576,0.0,0.308,12.6,17.6,14.9,1.9,1.3,4.0,15.7,9.6,0.5,0.6,1.2,0.161,-1.3,-0.2,-1.5,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,32,DAL,NBA,C,5.0,5.0,160.0,17.3,0.631,0.0,0.897,16.7,18.0,17.3,0.8,0.9,3.0,11.0,11.6,0.4,0.0,0.5,0.146,2.2,-1.8,0.4,0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,37,HOU,NBA,C,1.0,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,76.0,59.0,2199.0,13.7,0.599,0.0,0.639,13.4,19.5,16.4,2.7,1.1,3.4,15.6,11.0,3.9,2.5,6.4,0.139,-0.7,0.1,-0.6,0.8,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,64.0,2373.0,,0.599,0.0,0.639,,,,,,,15.6,,4.2,2.7,6.9,0.139,-0.7,0.1,-0.6,0.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,26.0,26.0,840.0,15.6,0.631,0.0,0.819,15.0,19.8,17.4,1.7,1.0,2.5,9.9,10.7,2.3,0.8,3.2,0.18,0.9,-0.3,0.6,0.6,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,17.0,17.0,517.0,11.9,0.546,0.0,0.403,12.6,18.6,15.4,2.6,1.6,4.0,22.3,10.8,0.4,0.8,1.1,0.106,-1.6,0.2,-1.4,0.1,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,16.0,16.0,506.0,13.5,0.619,0.0,0.275,11.9,20.3,16.1,2.2,0.8,3.7,16.7,10.3,0.8,0.5,1.2,0.118,-0.9,-0.3,-1.2,0.1,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,12.0,0.0,276.0,13.1,0.573,0.0,1.217,14.1,19.6,16.9,6.2,0.5,4.1,16.5,13.2,0.4,0.4,0.8,0.139,-2.4,1.5,-0.9,0.1,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,4.0,0.0,60.0,7.2,0.568,0.0,0.273,6.5,15.0,10.8,6.0,1.9,6.2,24.5,13.4,0.0,0.1,0.0,0.031,-6.9,2.9,-4.0,0.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,1.0,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,
