Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2004-05,22,CHI,NBA,C,6.0,0.0,28.7,3.2,6.7,0.475,0.0,0.0,3.2,6.7,0.475,0.475,5.3,7.7,0.696,4.8,4.8,9.7,1.3,0.2,2.2,1.3,4.5,11.7,
2005-06,23,CHI,NBA,C,6.0,0.0,17.3,0.7,1.0,0.667,0.0,0.0,0.7,1.0,0.667,0.667,0.5,1.7,0.3,1.3,3.2,4.5,0.5,0.3,0.3,1.0,4.8,1.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,25,NOH,NBA,C,12.0,12.0,34.3,3.6,5.7,0.632,0.0,0.0,3.6,5.7,0.632,0.632,0.8,1.3,0.625,3.8,6.5,10.3,0.4,0.4,1.7,0.8,3.6,8.0,
2008-09,26,NOH,NBA,C,4.0,4.0,23.5,1.5,3.0,0.5,0.0,0.0,1.5,3.0,0.5,0.5,0.8,1.5,0.5,2.0,3.3,5.3,0.5,0.5,0.3,2.0,4.3,3.8,
2009-10,27,CHA,NBA,C,4.0,0.0,15.0,1.5,2.8,0.545,0.0,0.0,1.5,2.8,0.545,0.545,0.5,0.8,0.667,0.8,1.8,2.5,0.5,0.5,0.8,1.0,4.0,3.5,
2010-11,28,DAL,NBA,C,21.0,21.0,32.4,2.7,4.7,0.582,0.0,0.0,2.7,4.7,0.582,0.582,2.5,3.7,0.679,3.8,5.4,9.2,0.4,0.6,0.9,0.7,3.7,8.0,
2011-12,29,NYK,NBA,C,5.0,5.0,33.4,2.2,5.0,0.44,0.0,0.0,2.2,5.0,0.44,0.44,1.8,3.0,0.6,3.6,5.4,9.0,0.8,1.4,1.4,3.0,3.6,6.2,
2012-13,30,NYK,NBA,C,12.0,12.0,29.2,2.3,4.3,0.538,0.0,0.0,2.3,4.3,0.538,0.538,1.0,1.3,0.75,3.3,4.0,7.3,0.3,0.7,1.2,0.9,4.0,5.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,32,DAL,NBA,C,5.0,5.0,32.0,3.8,5.8,0.655,0.0,0.0,3.8,5.8,0.655,0.655,2.6,5.2,0.5,5.4,5.4,10.8,0.2,0.6,1.2,1.0,3.2,10.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,37,HOU,NBA,C,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,76.0,59.0,28.9,2.5,4.5,0.566,0.0,0.0,2.5,4.5,0.566,0.566,1.8,2.9,0.628,3.4,4.8,8.1,0.5,0.6,1.1,1.1,3.8,6.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,26.0,26.0,32.3,2.9,4.9,0.598,0.0,0.0,2.9,4.9,0.598,0.598,2.5,4.0,0.635,4.1,5.4,9.5,0.3,0.6,1.0,0.7,3.6,8.4,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,17.0,17.0,30.4,2.3,4.5,0.506,0.0,0.0,2.3,4.5,0.506,0.506,1.2,1.8,0.677,3.4,4.4,7.8,0.5,0.9,1.2,1.5,3.9,5.8,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,16.0,16.0,31.6,3.1,5.0,0.613,0.0,0.0,3.1,5.0,0.613,0.613,0.8,1.4,0.591,3.3,5.7,9.0,0.4,0.4,1.3,1.1,3.8,6.9,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,12.0,0.0,23.0,1.9,3.8,0.5,0.0,0.0,1.9,3.8,0.5,0.5,2.9,4.7,0.625,3.1,4.0,7.1,0.9,0.3,1.3,1.2,4.7,6.8,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,4.0,0.0,15.0,1.5,2.8,0.545,0.0,0.0,1.5,2.8,0.545,0.545,0.5,0.8,0.667,0.8,1.8,2.5,0.5,0.5,0.8,1.0,4.0,3.5,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
