Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2011-12,21,DEN,NBA,SF,2,0,5,14.4,21.6,0.667,0.0,0.0,14.4,21.6,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,7.2,7.2,28.8,
2012-13,22,DEN,NBA,SF,1,0,2,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,7,10.3,20.6,0.5,0.0,0.0,10.3,20.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,5.1,5.1,20.6,
