Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2025-26,22,CHI,NBA,C,2,0,23,1.6,6.3,0.25,0.0,1.6,0.0,1.6,4.7,0.333,0.25,0.0,0.0,1.6,9.4,11.0,3.1,0.0,0.0,3.1,9.4,3.1,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,23,1.6,6.3,0.25,0.0,1.6,0.0,1.6,4.7,0.333,0.25,0.0,0.0,1.6,9.4,11.0,3.1,0.0,0.0,3.1,9.4,3.1,
