"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2010-11,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2011-12,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2012-13,24,2TM,NBA,PF,13,0,58,.429,4.2,1.000,.571,.286,.143,.000,.000,.429,.500,.500,.000,,.667,.143,1,0,0,
2012-13,24,BOS,NBA,PF,5,0,18,.500,4.4,1.000,.750,.000,.250,.000,.000,.500,.667,,.000,,.500,.250,1,0,0,
2012-13,24,MIA,NBA,PF,8,0,40,.333,4.1,1.000,.333,.667,.000,.000,.000,.333,.000,.500,,,1.000,.000,0,0,0,
2013-14,25,2TM,NBA,PF,24,0,339,.600,6.8,1.000,.467,.183,.217,.133,.000,.600,.714,.364,.462,.750,.806,.183,10,0,0,
2013-14,25,CHI,NBA,PF,1,0,2,,,,,,,,,,,,,,,,0,0,0,
2013-14,25,PHI,NBA,PF,23,0,337,.600,6.8,1.000,.467,.183,.217,.133,.000,.600,.714,.364,.462,.750,.806,.183,10,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,37,0,397,.582,5.1,1.000,.478,.194,.209,.119,.000,.582,.688,.385,.429,.750,.795,.179,11,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,880,.582,,1.000,.478,.194,.209,.119,.000,.582,.688,.385,.429,.750,.795,.179,24,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,23,0,337,.600,6.8,1.000,.467,.183,.217,.133,.000,.600,.714,.364,.462,.750,.806,.183,10,0,0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,8,0,40,.333,4.1,1.000,.333,.667,.000,.000,.000,.333,.000,.500,,,1.000,.000,0,0,0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,5,0,18,.500,4.4,1.000,.750,.000,.250,.000,.000,.500,.667,,.000,,.500,.250,1,0,0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,1,0,2,,,,,,,,,,,,,,,,0,0,0,
