"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2014-15,21.0,SAC,NBA,31:38,6.0,12.0,3.0,7.0,4.0,8.0,6.0,6.0,2.0,6.0,8.0,5.0,2.0,3.0,3.0,3.0,15.0,14.1
2015-16,22.0,PHI,NBA,39:16,9.0,19.0,6.0,14.0,5.0,8.0,6.0,7.0,2.0,6.0,7.0,6.0,3.0,3.0,4.0,5.0,23.0,20.8
2016-17,23.0,PHI,NBA,42:33,10.0,17.0,5.0,9.0,6.0,9.0,5.0,10.0,2.0,7.0,7.0,7.0,3.0,3.0,5.0,5.0,24.0,18.0
2017-18,24.0,TOT,NBA,34:49,7.0,12.0,7.0,10.0,4.0,5.0,5.0,7.0,2.0,7.0,7.0,4.0,1.0,1.0,4.0,2.0,22.0,19.6
2017-18,24.0,PHI,NBA,9:45,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,4.3
2017-18,24.0,BRK,NBA,34:49,7.0,12.0,7.0,10.0,4.0,5.0,5.0,7.0,2.0,7.0,7.0,4.0,1.0,1.0,4.0,2.0,22.0,19.6
2018-19,25.0,TOT,NBA,30:18,7.0,11.0,5.0,8.0,4.0,5.0,5.0,5.0,2.0,6.0,8.0,5.0,2.0,1.0,3.0,3.0,24.0,21.7
2018-19,25.0,POR,NBA,30:18,7.0,11.0,5.0,8.0,4.0,5.0,5.0,5.0,2.0,6.0,8.0,5.0,1.0,1.0,3.0,3.0,24.0,21.7
2018-19,25.0,CLE,NBA,24:19,5.0,9.0,3.0,7.0,3.0,5.0,5.0,5.0,2.0,4.0,6.0,5.0,2.0,1.0,2.0,3.0,17.0,15.3
2021-22,28.0,TOT,NBA,12:56,2.0,5.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,4.8
2021-22,28.0,MIA,NBA,12:56,2.0,5.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,4.8
2021-22,28.0,BOS,NBA,4:23,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.7
Career,,,,42:33,10.0,19.0,7.0,14.0,6.0,9.0,6.0,10.0,2.0,7.0,8.0,7.0,3.0,3.0,5.0,5.0,24.0,21.7
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,PHI,NBA,42:33,10.0,19.0,6.0,14.0,6.0,9.0,6.0,10.0,2.0,7.0,7.0,7.0,3.0,3.0,5.0,5.0,24.0,20.8
1 Season,,SAC,NBA,31:38,6.0,12.0,3.0,7.0,4.0,8.0,6.0,6.0,2.0,6.0,8.0,5.0,2.0,3.0,3.0,3.0,15.0,14.1
1 Season,,POR,NBA,30:18,7.0,11.0,5.0,8.0,4.0,5.0,5.0,5.0,2.0,6.0,8.0,5.0,1.0,1.0,3.0,3.0,24.0,21.7
1 Season,,BRK,NBA,34:49,7.0,12.0,7.0,10.0,4.0,5.0,5.0,7.0,2.0,7.0,7.0,4.0,1.0,1.0,4.0,2.0,22.0,19.6
1 Season,,CLE,NBA,24:19,5.0,9.0,3.0,7.0,3.0,5.0,5.0,5.0,2.0,4.0,6.0,5.0,2.0,1.0,2.0,3.0,17.0,15.3
1 Season,,BOS,NBA,4:23,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.7
1 Season,,MIA,NBA,12:56,2.0,5.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,4.8
