Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2008-09,22,POR,NBA,PG,5,0,5.4,0.4,1.2,0.333,0.0,0.0,0.4,1.2,0.333,0.333,0.0,0.0,0.2,0.4,0.6,1.4,0.0,0.2,0.4,1.0,0.8,
1 Yr,1 Yr,1 Yr,1 Yr,,5,0,5.4,0.4,1.2,0.333,0.0,0.0,0.4,1.2,0.333,0.333,0.0,0.0,0.2,0.4,0.6,1.4,0.0,0.2,0.4,1.0,0.8,
