"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2007-08,18.0,BYU,35,647,83,204,43,128,35,41,8,37,61,27,3,41,44,244,0.407,0.336,0.854,18.5,7.0,1.1,1.7
2008-09,19.0,BYU,33,1090,184,383,52,136,116,137,18,98,135,50,3,85,43,536,0.48,0.382,0.847,33.0,16.2,3.0,4.1
2009-10,20.0,BYU,34,1059,225,491,77,175,224,251,25,105,159,41,5,93,36,751,0.458,0.44,0.892,31.1,22.1,3.1,4.7
2010-11,21.0,BYU,37,1323,346,765,124,313,252,282,24,127,160,49,1,131,49,1068,0.452,0.396,0.894,35.8,28.9,3.4,4.3
Career,,,139,4119,838,1843,296,752,627,711,75,367,515,167,12,350,172,2599,0.455,0.394,0.882,29.6,18.7,2.6,3.7
