"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2023-24,20,MIL,NBA,SF,21.0,0.0,90.0,0.5,7.9,0.773,0.545,0.227,0.0,0.0,0.227,0.588,0.667,0.4,0.2,0.5,1.0,0.045,1.0,0.6,0.333,0.0,0.0,
2024-25,21,MIL,NBA,SF,21.0,1.0,106.0,0.333,9.2,0.704,0.519,0.185,0.0,0.0,0.296,0.474,0.571,0.2,0.0,0.556,,0.111,3.0,0.375,0.0,0.0,0.0,
2025-26,22,CLE,NBA,SF,2.0,0.0,15.0,0.6,11.4,0.6,0.4,0.2,0.0,0.0,0.4,1.0,1.0,1.0,0.0,0.667,,0.0,0.0,1.0,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,44.0,1.0,211.0,0.426,9.5,0.722,0.519,0.204,0.0,0.0,0.278,0.564,0.643,0.364,0.067,0.545,1.0,0.074,4.0,0.533,0.125,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,2.0,393.0,0.426,9.5,0.722,0.519,0.204,0.0,0.0,0.278,0.564,0.643,0.364,0.067,0.545,1.0,0.074,7.0,0.533,0.125,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,42.0,1.0,196.0,0.408,8.5,0.735,0.531,0.204,0.0,0.0,0.265,0.528,0.615,0.3,0.077,0.526,1.0,0.082,4.0,0.462,0.167,0.0,0.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,2.0,0.0,15.0,0.6,11.4,0.6,0.4,0.2,0.0,0.0,0.4,1.0,1.0,1.0,0.0,0.667,,0.0,0.0,1.0,0.0,0.0,0.0,
