Season,Team,Lg,Salary
2011-12,Utah Jazz,NBA,"$2,020,200"
2012-13,Utah Jazz,NBA,"$2,171,640"
2013-14,Utah Jazz,NBA,"$2,202,000"
2014-15,Utah Jazz,NBA,"$3,034,356"
2015-16,Utah Jazz,NBA,"$9,213,484"
2016-17,Utah Jazz,NBA,"$10,154,495"
2017-18,Utah Jazz,NBA,"$10,845,506"
2018-19,Sacramento Kings,NBA,"$11,536,515"
2019-20,Philadelphia 76ers,NBA,"$2,320,044"
2020-21,New York Knicks,NBA,"$6,000,000"
2021-22,New York Knicks,NBA,"$9,536,000"
2022-23,Detroit Pistons,NBA,"$10,012,800"
2023-24,New York Knicks,NBA,"$10,489,600"
2024-25,Miami Heat,NBA,"$2,087,519"
Career,(may be incomplete),,"$91,624,159"
