Season,Team,Lg,Salary
2006-07,Portland Trail Blazers,NBA,"$2,681,880"
2007-08,Portland Trail Blazers,NBA,"$2,883,120"
2008-09,Portland Trail Blazers,NBA,"$3,084,240"
2009-10,Portland Trail Blazers,NBA,"$3,910,816"
2010-11,Portland Trail Blazers,NBA,"$13,520,500"
2011-12,Portland Trail Blazers,NBA,"$15,032,144"
2012-13,Portland Trail Blazers,NBA,"$16,460,538"
2012-13,Minnesota Timberwolves,NBA,"$5,100,000"
2013-14,Portland Trail Blazers,NBA,"$17,888,932"
2014-15,Portland Trail Blazers,NBA,"$19,317,326"
Career,(may be incomplete),,"$99,879,496"
