"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2012-13,20,CHI,NBA,EC1,BRK,W (4-3),4.0,5.8,2.0,0.0,1.0,0.5,0.3,4.0,10.0,0.4,0.0,3.0,0.0,4.0,7.0,0.571,0.4,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,8.0,
2012-13,20,CHI,NBA,ECS,MIA,L (1-4),4.0,12.3,0.5,0.8,2.0,0.0,0.0,1.0,7.0,0.143,0.0,2.0,0.0,1.0,5.0,0.2,0.143,0.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,2.0,7.0,2.0,
1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1 Yr (2 Series),1-1,8.0,9.0,1.3,0.4,1.5,0.3,0.1,5.0,17.0,0.294,0.0,5.0,0.0,5.0,12.0,0.417,0.294,0.0,0.0,0.0,3.0,3.0,12.0,2.0,1.0,2.0,10.0,10.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),1-0,4.0,5.8,2.0,0.0,1.0,0.5,0.3,4.0,10.0,0.4,0.0,3.0,0.0,4.0,7.0,0.571,0.4,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,8.0,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),0-1,4.0,12.3,0.5,0.8,2.0,0.0,0.0,1.0,7.0,0.143,0.0,2.0,0.0,1.0,5.0,0.2,0.143,0.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,2.0,7.0,2.0,
