0
2015-16 NBA 123.4 (3rd)
2017-18 NBA 125.4 (7th)
2019-20 NBA 122.1 (19th)
2021-22 NBA 124.9 (10th)
Active 119.4 (16th)
Career 119.4 (20th)
Career NBA 119.4 (20th)
