Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,24,BOS,NBA,C,3,0,13,2,3,0.667,0,0,2,3,0.667,0.667,0,0,1,2,3,0,0,1,0,0,4,0,
2024-25,25,BOS,NBA,C,4,0,13,5,6,0.833,0,0,5,6,0.833,0.833,0,0,2,0,2,2,1,0,0,2,10,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,0,26,7,9,0.778,0,0,7,9,0.778,0.778,0,0,3,2,5,2,1,1,0,2,14,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,305,82,105,0.778,0,0,82,105,0.778,0.778,0,0,35,23,59,23,12,12,0,23,164,0,
