Season,Team,Lg,Salary
2006-07,Golden State Warriors,NBA,"$2,061,720"
2007-08,Golden State Warriors,NBA,"$2,216,400"
2008-09,Toronto Raptors,NBA,"$1,500,000"
2009-10,Toronto Raptors,NBA,"$1,620,000"
Career,(may be incomplete),,"$7,398,120"
