Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2007-08,23,ORL,NBA,PF,1,0,2,27.4,27.4,1.0,0.0,0.0,27.4,27.4,1.0,1.0,0.0,0.0,0.0,27.4,27.4,0.0,0.0,0.0,0.0,0.0,54.9,200,100,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,2,27.4,27.4,1.0,0.0,0.0,27.4,27.4,1.0,1.0,0.0,0.0,0.0,27.4,27.4,0.0,0.0,0.0,0.0,0.0,54.9,200,100,
