Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011-12,21,DEN,NBA,SF,2,0,5,2,3,0.667,0,0,2,3,0.667,0.667,0,0,0,0,0,0,1,0,1,1,4,0,
2012-13,22,DEN,NBA,SF,1,0,2,0,1,0.0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,7,2,4,0.5,0,0,2,4,0.5,0.5,0,0,0,0,0,0,1,0,1,1,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,191,55,109,0.5,0,0,55,109,0.5,0.5,0,0,0,0,0,0,27,0,27,27,109,0,
