"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2005-06,24,DAL,NBA,WC1,MEM,W (4-0),4.0,19.3,0.8,5.0,0.0,0.5,1.3,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,1.0,2.0,0.5,5.0,15.0,20.0,0.0,2.0,5.0,4.0,16.0,3.0,
2005-06,24,DAL,NBA,WCS,SAS,W (4-3),7.0,15.4,3.6,4.9,0.0,0.9,1.6,10.0,16.0,0.625,0.0,0.0,10.0,16.0,0.625,0.625,5.0,7.0,0.714,15.0,19.0,34.0,0.0,6.0,11.0,3.0,28.0,25.0,
2005-06,24,DAL,NBA,WCF,PHO,W (4-2),5.0,25.6,4.2,7.0,0.2,0.8,1.4,10.0,15.0,0.667,0.0,0.0,10.0,15.0,0.667,0.667,1.0,1.0,1.0,15.0,20.0,35.0,1.0,4.0,7.0,1.0,14.0,21.0,
2005-06,24,DAL,NBA,FIN,MIA,L (2-4),6.0,15.7,1.7,3.3,0.2,0.3,0.8,3.0,6.0,0.5,0.0,0.0,3.0,6.0,0.5,0.5,4.0,8.0,0.5,5.0,15.0,20.0,1.0,2.0,5.0,3.0,23.0,10.0,
2006-07,25,DAL,NBA,WC1,GSW,L (2-4),6.0,23.3,3.5,6.8,0.3,0.5,1.7,9.0,15.0,0.6,0.0,0.0,9.0,15.0,0.6,0.6,3.0,7.0,0.429,16.0,25.0,41.0,2.0,3.0,10.0,4.0,21.0,21.0,
2 Yrs (5 Series),2 Yrs (5 Series),2 Yrs (5 Series),2 Yrs (5 Series),2 Yrs (5 Series),2 Yrs (5 Series),3-2,28.0,19.5,2.9,5.4,0.1,0.6,1.4,33.0,54.0,0.611,0.0,0.0,33.0,54.0,0.611,0.611,14.0,25.0,0.56,56.0,94.0,150.0,4.0,17.0,38.0,15.0,102.0,80.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),1-1,10.0,21.7,2.4,6.1,0.2,0.5,1.5,10.0,17.0,0.588,0.0,0.0,10.0,17.0,0.588,0.588,4.0,9.0,0.444,21.0,40.0,61.0,2.0,5.0,15.0,8.0,37.0,24.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,7.0,15.4,3.6,4.9,0.0,0.9,1.6,10.0,16.0,0.625,0.0,0.0,10.0,16.0,0.625,0.625,5.0,7.0,0.714,15.0,19.0,34.0,0.0,6.0,11.0,3.0,28.0,25.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),1-0,5.0,25.6,4.2,7.0,0.2,0.8,1.4,10.0,15.0,0.667,0.0,0.0,10.0,15.0,0.667,0.667,1.0,1.0,1.0,15.0,20.0,35.0,1.0,4.0,7.0,1.0,14.0,21.0,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),0-1,6.0,15.7,1.7,3.3,0.2,0.3,0.8,3.0,6.0,0.5,0.0,0.0,3.0,6.0,0.5,0.5,4.0,8.0,0.5,5.0,15.0,20.0,1.0,2.0,5.0,3.0,23.0,10.0,
