"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2004-05,21,UTA,NBA,SG,68.0,7.0,906.0,0.372,0.379,0.353,0.418,0.667,0.456,0.293,0.259,83.0,81.0,99.0,87.0,88.0,86.0,90.0,132.0,-42.4,-54.0,
2005-06,22,NOK,NBA,SG,68.0,45.0,1310.0,0.453,0.491,0.357,0.503,0.735,0.537,0.258,0.285,100.0,103.0,100.0,103.0,99.0,100.0,78.0,141.0,12.1,1.6,
2006-07,23,HOU,NBA,SF,39.0,1.0,563.0,0.452,0.539,0.25,0.49,0.653,0.536,0.514,0.301,99.0,111.0,70.0,99.0,87.0,99.0,157.0,142.0,-1.9,-1.8,
2007-08,24,2TM,NBA,PF,36.0,18.0,761.0,0.508,0.548,0.217,0.521,0.727,0.573,0.466,0.122,111.0,113.0,60.0,105.0,96.0,106.0,152.0,55.0,8.9,14.9,
2007-08,24,HOU,NBA,PF,9.0,0.0,81.0,0.464,0.579,0.222,0.5,0.545,0.518,0.393,0.321,102.0,120.0,61.0,101.0,72.0,96.0,128.0,145.0,0.1,-1.5,
2007-08,24,MIN,NBA,SF,27.0,18.0,680.0,0.516,0.544,0.214,0.525,0.753,0.582,0.478,0.087,113.0,112.0,59.0,106.0,100.0,108.0,156.0,39.0,8.8,16.4,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,211.0,71.0,3540.0,0.438,0.475,0.327,0.479,0.699,0.52,0.337,0.252,96.0,99.0,92.0,98.0,93.0,97.0,104.0,124.0,-23.3,-39.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,48.0,1.0,644.0,0.454,0.545,0.245,0.491,0.64,0.533,0.494,0.305,99.0,112.0,68.0,99.0,85.0,99.0,152.0,142.0,-1.8,-3.3,
NOK (1 Yr),NOK (1 Yr),NOK (1 Yr),NOK (1 Yr),,68.0,45.0,1310.0,0.453,0.491,0.357,0.503,0.735,0.537,0.258,0.285,100.0,103.0,100.0,103.0,99.0,100.0,78.0,141.0,12.1,1.6,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,68.0,7.0,906.0,0.372,0.379,0.353,0.418,0.667,0.456,0.293,0.259,83.0,81.0,99.0,87.0,88.0,86.0,90.0,132.0,-42.4,-54.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,27.0,18.0,680.0,0.516,0.544,0.214,0.525,0.753,0.582,0.478,0.087,113.0,112.0,59.0,106.0,100.0,108.0,156.0,39.0,8.8,16.4,
