Season,Team,Lg,Salary
2020-21,Oklahoma City Thunder,NBA,"$2,000,000"
2021-22,Oklahoma City Thunder,NBA,"$2,000,000"
2022-23,Houston Rockets,NBA,"$1,900,000"
2022-23,Charlotte Hornets,NBA,(TW)
2023-24,Phoenix Suns,NBA,(TW)
Career,(may be incomplete),,"$5,900,000"
