Season,Team,Lg,Salary
2011-12,Houston Rockets,NBA,"$1,823,280"
2012-13,Phoenix Suns,NBA,"$1,959,960"
2013-14,Phoenix Suns,NBA,"$1,987,320"
2014-15,Phoenix Suns,NBA,"$2,943,221"
2015-16,Detroit Pistons,NBA,"$5,000,000"
2016-17,Detroit Pistons,NBA,"$4,625,000"
2017-18,Boston Celtics,NBA,"$5,000,000"
2018-19,Boston Celtics,NBA,"$5,375,000"
2019-20,Los Angeles Clippers,NBA,"$15,000,000"
2020-21,Los Angeles Clippers,NBA,"$14,883,721"
2021-22,Los Angeles Clippers,NBA,"$15,627,907"
2022-23,Los Angeles Clippers,NBA,"$16,372,093"
2023-24,San Antonio Spurs,NBA,"$17,116,279"
2023-24,Cleveland Cavaliers,NBA,"$197,328"
2023-24,Cleveland Cavaliers,NBA,"$116,075"
Career,(may be incomplete),,"$108,027,184"
