"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2018-19,20,ORL,NBA,C,47.0,1.0,766.0,0.481,12.5,0.712,0.35,0.144,0.078,0.14,0.288,0.555,0.788,0.286,0.263,0.412,0.3,0.656,0.952,0.148,34.0,0.257,0.333,1.0,0.0,
2019-20,21,ORL,NBA,C,62.0,0.0,878.0,0.462,12.4,0.626,0.406,0.126,0.031,0.063,0.374,0.531,0.681,0.194,0.444,0.278,0.346,0.537,1.0,0.143,39.0,0.103,0.182,0.0,0.0,
2020-21,22,ORL,NBA,C,46.0,5.0,725.0,0.472,13.6,0.608,0.306,0.166,0.063,0.073,0.392,0.568,0.728,0.46,0.263,0.409,0.322,0.577,1.0,0.15,38.0,0.102,0.417,0.0,0.0,
2021-22,23,ORL,NBA,C,71.0,69.0,1824.0,0.48,14.3,0.545,0.285,0.157,0.045,0.057,0.455,0.563,0.727,0.433,0.286,0.314,0.381,0.566,0.991,0.159,85.0,0.27,0.303,0.0,0.0,
2022-23,24,2TM,NBA,C,49.0,7.0,769.0,0.485,15.5,0.485,0.32,0.104,0.033,0.029,0.515,0.59,0.74,0.24,0.5,0.286,0.387,0.754,1.0,0.178,36.0,0.113,0.357,0.0,0.0,
2022-23,24,ORL,NBA,C,40.0,6.0,681.0,0.495,14.9,0.495,0.322,0.103,0.037,0.033,0.505,0.594,0.739,0.273,0.5,0.286,0.398,0.762,1.0,0.187,33.0,0.12,0.385,0.0,0.0,
2022-23,24,LAL,NBA,C,9.0,1.0,88.0,0.407,16.1,0.407,0.296,0.111,0.0,0.0,0.593,0.545,0.75,0.0,,,0.313,0.667,1.0,0.111,3.0,0.063,0.0,0.0,0.0,
2023-24,25,PHI,NBA,C,57.0,17.0,740.0,0.49,10.6,0.677,0.475,0.146,0.02,0.035,0.323,0.537,0.617,0.345,0.75,0.143,0.391,0.611,1.0,0.187,33.0,0.125,0.125,0.0,0.0,
2024-25,26,2TM,NBA,C,32.0,2.0,413.0,0.464,13.3,0.518,0.259,0.214,0.027,0.018,0.482,0.638,0.793,0.458,0.667,0.5,0.278,0.649,1.0,0.107,10.0,0.352,0.263,0.0,0.0,
2024-25,26,LAC,NBA,C,28.0,2.0,352.0,0.466,14.3,0.515,0.252,0.214,0.029,0.019,0.485,0.623,0.769,0.455,0.667,0.5,0.3,0.636,1.0,0.097,8.0,0.34,0.294,0.0,0.0,
2024-25,26,NOP,NBA,C,4.0,0.0,61.0,0.444,12.4,0.556,0.333,0.222,0.0,0.0,0.444,0.8,1.0,0.5,,,0.0,0.75,,0.222,2.0,0.5,0.0,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,364.0,101.0,6115.0,0.477,13.5,0.591,0.335,0.148,0.045,0.063,0.409,0.561,0.716,0.368,0.344,0.344,0.356,0.606,0.993,0.156,275.0,0.193,0.297,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,23.0,1378.0,0.477,13.5,0.591,0.335,0.148,0.045,0.063,0.409,0.561,0.716,0.368,0.344,0.344,0.356,0.606,0.993,0.156,62.0,0.193,0.297,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),,266.0,81.0,4874.0,0.477,13.5,0.588,0.324,0.144,0.05,0.07,0.412,0.56,0.729,0.367,0.313,0.353,0.36,0.601,0.992,0.157,229.0,0.19,0.315,1.0,0.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,57.0,17.0,740.0,0.49,10.6,0.677,0.475,0.146,0.02,0.035,0.323,0.537,0.617,0.345,0.75,0.143,0.391,0.611,1.0,0.187,33.0,0.125,0.125,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,28.0,2.0,352.0,0.466,14.3,0.515,0.252,0.214,0.029,0.019,0.485,0.623,0.769,0.455,0.667,0.5,0.3,0.636,1.0,0.097,8.0,0.34,0.294,0.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,9.0,1.0,88.0,0.407,16.1,0.407,0.296,0.111,0.0,0.0,0.593,0.545,0.75,0.0,,,0.313,0.667,1.0,0.111,3.0,0.063,0.0,0.0,0.0,
