Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2018-19,20,ORL,NBA,C,47.0,1.0,766.0,117.0,243.0,0.481,21.0,70.0,0.3,96.0,173.0,0.555,0.525,37.0,63.0,0.587,64.0,169.0,233.0,39.0,13.0,64.0,43.0,102.0,292.0,0.0,
2019-20,21,ORL,NBA,C,62.0,0.0,878.0,132.0,286.0,0.462,37.0,107.0,0.346,95.0,179.0,0.531,0.526,31.0,46.0,0.674,100.0,202.0,302.0,42.0,23.0,86.0,42.0,116.0,332.0,0.0,
2020-21,22,ORL,NBA,C,46.0,5.0,725.0,142.0,301.0,0.472,38.0,118.0,0.322,104.0,183.0,0.568,0.535,45.0,66.0,0.682,76.0,189.0,265.0,35.0,14.0,58.0,36.0,87.0,367.0,0.0,
2021-22,23,ORL,NBA,C,71.0,69.0,1824.0,296.0,617.0,0.48,107.0,281.0,0.381,189.0,336.0,0.563,0.566,57.0,73.0,0.781,148.0,424.0,572.0,85.0,38.0,118.0,77.0,182.0,756.0,0.0,
2022-23,24,2TM,NBA,C,49.0,7.0,769.0,117.0,241.0,0.485,48.0,124.0,0.387,69.0,117.0,0.59,0.585,41.0,62.0,0.661,58.0,167.0,225.0,46.0,13.0,43.0,30.0,105.0,323.0,0.0,
2022-23,24,ORL,NBA,C,40.0,6.0,681.0,106.0,214.0,0.495,43.0,108.0,0.398,63.0,106.0,0.594,0.596,35.0,51.0,0.686,47.0,137.0,184.0,42.0,12.0,38.0,22.0,86.0,290.0,0.0,
2022-23,24,LAL,NBA,C,9.0,1.0,88.0,11.0,27.0,0.407,5.0,16.0,0.313,6.0,11.0,0.545,0.5,6.0,11.0,0.545,11.0,30.0,41.0,4.0,1.0,5.0,8.0,19.0,33.0,0.0,
2023-24,25,PHI,NBA,C,57.0,17.0,740.0,97.0,198.0,0.49,25.0,64.0,0.391,72.0,134.0,0.537,0.553,34.0,50.0,0.68,77.0,161.0,238.0,41.0,22.0,60.0,39.0,101.0,253.0,0.0,
2024-25,26,2TM,NBA,C,32.0,2.0,413.0,52.0,112.0,0.464,15.0,54.0,0.278,37.0,58.0,0.638,0.531,19.0,27.0,0.704,32.0,113.0,145.0,18.0,9.0,31.0,20.0,56.0,138.0,0.0,
2024-25,26,LAC,NBA,C,28.0,2.0,352.0,48.0,103.0,0.466,15.0,50.0,0.3,33.0,53.0,0.623,0.539,17.0,25.0,0.68,26.0,94.0,120.0,16.0,9.0,28.0,19.0,49.0,128.0,0.0,
2024-25,26,NOP,NBA,C,4.0,0.0,61.0,4.0,9.0,0.444,0.0,4.0,0.0,4.0,5.0,0.8,0.444,2.0,2.0,1.0,6.0,19.0,25.0,2.0,0.0,3.0,1.0,7.0,10.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,364.0,101.0,6115.0,953.0,1998.0,0.477,291.0,818.0,0.356,662.0,1180.0,0.561,0.55,264.0,387.0,0.682,555.0,1425.0,1980.0,306.0,132.0,460.0,287.0,749.0,2461.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,23.0,1378.0,215.0,450.0,0.477,66.0,184.0,0.356,149.0,266.0,0.561,0.55,59.0,87.0,0.682,125.0,321.0,446.0,69.0,30.0,104.0,65.0,169.0,554.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),,266.0,81.0,4874.0,793.0,1661.0,0.477,246.0,684.0,0.36,547.0,977.0,0.56,0.551,205.0,299.0,0.686,435.0,1121.0,1556.0,243.0,100.0,364.0,220.0,573.0,2037.0,0.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,57.0,17.0,740.0,97.0,198.0,0.49,25.0,64.0,0.391,72.0,134.0,0.537,0.553,34.0,50.0,0.68,77.0,161.0,238.0,41.0,22.0,60.0,39.0,101.0,253.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,28.0,2.0,352.0,48.0,103.0,0.466,15.0,50.0,0.3,33.0,53.0,0.623,0.539,17.0,25.0,0.68,26.0,94.0,120.0,16.0,9.0,28.0,19.0,49.0,128.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,9.0,1.0,88.0,11.0,27.0,0.407,5.0,16.0,0.313,6.0,11.0,0.545,0.5,6.0,11.0,0.545,11.0,30.0,41.0,4.0,1.0,5.0,8.0,19.0,33.0,0.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,4.0,0.0,61.0,4.0,9.0,0.444,0.0,4.0,0.0,4.0,5.0,0.8,0.444,2.0,2.0,1.0,6.0,19.0,25.0,2.0,0.0,3.0,1.0,7.0,10.0,0.0,
