Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2022-23,24,LAL,NBA,C,3,0,10,0.0,9.8,0.0,0.0,4.9,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,14.7,14.7,4.9,0.0,4.9,0.0,0.0,0.0,31,105,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,10,0.0,9.8,0.0,0.0,4.9,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,14.7,14.7,4.9,0.0,4.9,0.0,0.0,0.0,31,105,
