"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2008-09,20,MIA,NBA,PF,7.0,0.0,178.0,0.386,0.4,0.308,0.409,0.765,0.445,0.193,0.148,84.0,82.0,84.0,82.0,99.0,82.0,63.0,66.0,
2009-10,21,MIA,NBA,PF,5.0,5.0,135.0,0.449,0.447,0.5,0.459,0.778,0.491,0.184,0.041,97.0,91.0,141.0,92.0,102.0,90.0,61.0,18.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,25,MIA,NBA,SF,4.0,0.0,23.0,0.5,0.5,,0.5,0.333,0.486,0.3,0.0,110.0,103.0,,100.0,44.0,90.0,106.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,27,HOU,NBA,PF,5.0,0.0,80.0,0.478,0.5,0.333,0.5,0.857,0.53,0.152,0.13,106.0,102.0,94.0,100.0,113.0,98.0,55.0,46.0,
2016-17,28,MIL,NBA,PF,4.0,0.0,48.0,0.35,0.267,0.6,0.425,0.0,0.391,0.2,0.25,77.0,53.0,168.0,83.0,0.0,71.0,74.0,79.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,25.0,5.0,464.0,0.423,0.428,0.385,0.446,0.675,0.471,0.188,0.122,93.0,87.0,107.0,89.0,88.0,87.0,64.0,49.0,
,,,,,,,,,,,,,,,,,,,,,,,,
MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),,16.0,5.0,336.0,0.415,0.424,0.333,0.432,0.724,0.463,0.197,0.102,91.0,87.0,92.0,86.0,95.0,85.0,65.0,46.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,5.0,0.0,80.0,0.478,0.5,0.333,0.5,0.857,0.53,0.152,0.13,106.0,102.0,94.0,100.0,113.0,98.0,55.0,46.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,4.0,0.0,48.0,0.35,0.267,0.6,0.425,0.0,0.391,0.2,0.25,77.0,53.0,168.0,83.0,0.0,71.0,74.0,79.0,
