Season,Team,Lg,Salary
2006-07,Los Angeles Lakers,NBA,"$939,120"
2007-08,Los Angeles Lakers,NBA,"$1,009,560"
2008-09,Los Angeles Lakers,NBA,"$1,080,000"
2009-10,Los Angeles Lakers,NBA,"$1,947,240"
2010-11,New Jersey Nets,NBA,"$3,750,000"
2011-12,New Jersey Nets,NBA,"$4,000,000"
2012-13,Atlanta Hawks,NBA,"$1,500,000"
2013-14,Los Angeles Lakers,NBA,"$1,106,941"
2014-15,Los Angeles Clippers,NBA,"$2,077,000"
2015-16,Memphis Grizzlies,NBA,"$191,456"
2016-17,Los Angeles Clippers,NBA,"$510,921"
2016-17,Sacramento Kings,NBA,"$82,979"
2017-18,Los Angeles Clippers,NBA,"$510,921"
Career,(may be incomplete),,"$18,706,138"
