Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2006-07,20,LAL,NBA,PG,72,2,1090,5.8,13.8,.422,2.1,6.4,.328,3.7,7.4,.503,.498,1.3,1.8,.711,1.0,4.6,5.6,6.4,2.1,0.3,3.4,3.6,15.1,99,110,
2007-08,21,LAL,NBA,PG,82,0,1690,8.6,18.7,.461,3.4,9.1,.371,5.3,9.6,.546,.552,1.6,2.3,.679,1.2,4.3,5.4,6.7,2.3,0.1,3.2,3.1,22.3,109,107,6MOY-11
2008-09,22,LAL,NBA,PG,65,0,1192,6.9,17.6,.391,2.1,6.2,.336,4.8,11.4,.421,.450,1.9,3.3,.584,0.9,4.1,5.0,6.6,2.4,0.4,3.7,4.5,17.8,95,106,
2009-10,23,LAL,NBA,PG,82,0,1474,7.9,18.1,.435,3.0,8.0,.376,4.8,10.0,.483,.518,2.0,3.0,.671,0.5,4.1,4.6,4.5,1.8,0.4,2.5,3.8,20.7,105,106,
2010-11,24,NJN,NBA,PG,73,18,1796,7.6,19.4,.392,3.2,9.0,.359,4.3,10.3,.421,.475,2.4,3.0,.820,0.7,4.4,5.1,10.9,1.8,0.2,4.1,3.8,20.8,102,111,
2011-12,25,NJN,NBA,PG,39,5,831,9.4,20.2,.467,3.5,8.0,.440,5.9,12.2,.484,.554,3.7,4.0,.905,0.4,3.5,3.9,8.3,1.5,0.1,4.4,3.1,26.0,111,113,
2012-13,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2013-14,27,LAL,NBA,PG,41,5,912,8.1,19.4,.415,3.7,8.5,.438,4.3,10.9,.397,.511,2.3,3.1,.746,1.1,4.5,5.5,10.6,2.0,0.4,5.1,3.5,22.2,101,112,
2014-15,28,LAC,NBA,PG,36,0,529,5.8,15.1,.386,3.4,9.3,.361,2.5,5.8,.426,.497,1.0,1.1,.909,0.8,3.3,4.0,6.4,1.9,0.5,3.1,5.0,16.0,101,108,
2015-16,29,MEM,NBA,PG,12,10,291,7.4,17.7,.420,2.8,8.0,.356,4.6,9.7,.473,.500,1.8,1.8,1.000,0.7,3.7,4.4,6.5,2.7,0.4,3.2,3.9,19.5,103,109,
2016-17,30,SAC,NBA,PG,2,0,35,5.8,17.3,.333,5.8,13.0,.444,0.0,4.3,.000,.500,0.0,0.0,,1.4,2.9,4.3,13.0,2.9,0.0,4.3,1.4,17.3,105,112,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,504,40,9840,7.6,18.0,.423,3.0,8.1,.374,4.6,9.9,.463,.507,2.0,2.7,.739,0.8,4.2,5.0,7.6,2.0,0.3,3.6,3.7,20.3,103,109,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (5 Yrs),LAL (5 Yrs),LAL (5 Yrs),LAL (5 Yrs),,342,7,6358,7.6,17.6,.429,2.9,7.8,.372,4.7,9.9,.475,.511,1.8,2.7,.671,0.9,4.3,5.2,6.7,2.1,0.3,3.5,3.7,19.8,103,108,
NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),,112,23,2627,8.2,19.6,.416,3.3,8.7,.382,4.8,10.9,.443,.501,2.8,3.3,.853,0.6,4.1,4.8,10.1,1.7,0.2,4.2,3.6,22.5,105,112,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,36,0,529,5.8,15.1,.386,3.4,9.3,.361,2.5,5.8,.426,.497,1.0,1.1,.909,0.8,3.3,4.0,6.4,1.9,0.5,3.1,5.0,16.0,101,108,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,12,10,291,7.4,17.7,.420,2.8,8.0,.356,4.6,9.7,.473,.500,1.8,1.8,1.000,0.7,3.7,4.4,6.5,2.7,0.4,3.2,3.9,19.5,103,109,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,2,0,35,5.8,17.3,.333,5.8,13.0,.444,0.0,4.3,.000,.500,0.0,0.0,,1.4,2.9,4.3,13.0,2.9,0.0,4.3,1.4,17.3,105,112,
