"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2001-02,21.0,SEA,NBA,38:08,8.0,12.0,5.0,7.0,3.0,8.0,2.0,2.0,3.0,5.0,8.0,1.0,1.0,1.0,3.0,5.0,23.0,16.5
2004-05,24.0,SEA,NBA,31:28,5.0,11.0,2.0,8.0,5.0,5.0,1.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,3.0,4.0,10.0,10.1
2005-06,25.0,LAC,NBA,36:30,6.0,12.0,5.0,7.0,4.0,9.0,3.0,5.0,3.0,7.0,9.0,4.0,2.0,2.0,3.0,5.0,18.0,14.9
2007-08,27.0,LAL,NBA,31:23,6.0,13.0,3.0,7.0,5.0,8.0,2.0,2.0,3.0,8.0,10.0,6.0,2.0,1.0,3.0,5.0,15.0,11.6
2011-12,31.0,ATL,NBA,12:00,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-1.1
2012-13,32.0,CHI,NBA,10:13,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,9.0,9.4
Career,,,,38:08,8.0,13.0,5.0,8.0,5.0,9.0,3.0,5.0,3.0,8.0,10.0,6.0,2.0,2.0,3.0,5.0,23.0,16.5
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,SEA,NBA,38:08,8.0,12.0,5.0,8.0,5.0,8.0,2.0,2.0,3.0,5.0,8.0,2.0,2.0,2.0,3.0,5.0,23.0,16.5
1 Season,,LAL,NBA,31:23,6.0,13.0,3.0,7.0,5.0,8.0,2.0,2.0,3.0,8.0,10.0,6.0,2.0,1.0,3.0,5.0,15.0,11.6
1 Season,,LAC,NBA,36:30,6.0,12.0,5.0,7.0,4.0,9.0,3.0,5.0,3.0,7.0,9.0,4.0,2.0,2.0,3.0,5.0,18.0,14.9
1 Season,,ATL,NBA,12:00,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-1.1
1 Season,,CHI,NBA,10:13,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,9.0,9.4
