Season,Team,Lg,Salary
2012-13,Portland Trail Blazers,NBA,"$3,065,040"
2013-14,Portland Trail Blazers,NBA,"$3,202,920"
2014-15,Portland Trail Blazers,NBA,"$3,340,920"
2015-16,Portland Trail Blazers,NBA,"$4,236,287"
2016-17,Portland Trail Blazers,NBA,"$24,328,425"
2017-18,Portland Trail Blazers,NBA,"$26,153,057"
2018-19,Portland Trail Blazers,NBA,"$27,977,689"
2019-20,Portland Trail Blazers,NBA,"$29,802,321"
2020-21,Portland Trail Blazers,NBA,"$31,626,953"
2021-22,Portland Trail Blazers,NBA,"$39,344,900"
2022-23,Portland Trail Blazers,NBA,"$42,492,492"
2023-24,Milwaukee Bucks,NBA,"$45,640,084"
2024-25,Milwaukee Bucks,NBA,"$48,787,676"
Career,(may be incomplete),,"$329,998,764"
