Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2015-16,22,SAC,NBA,C,66.0,39.0,1412.0,6.5,11.5,0.563,0.0,0.1,0.0,6.5,11.5,0.567,0.563,2.8,4.3,0.648,4.6,7.4,12.0,1.3,1.6,2.2,1.6,5.0,15.7,119.0,107.0,
2016-17,23,SAC,NBA,C,75.0,21.0,1421.0,9.1,17.1,0.53,0.0,0.1,0.0,9.1,17.1,0.532,0.53,3.6,5.4,0.669,3.0,9.0,12.1,2.8,1.9,1.6,2.5,5.2,21.8,109.0,109.0,
2017-18,24,SAC,NBA,C,73.0,57.0,2044.0,9.6,19.1,0.502,0.1,0.3,0.25,9.5,18.8,0.506,0.504,3.8,6.1,0.619,3.2,9.4,12.6,4.3,1.9,1.7,2.7,4.6,23.1,106.0,108.0,
2018-19,25,SAC,NBA,C,81.0,81.0,2213.0,8.7,15.6,0.556,0.0,0.0,0.5,8.6,15.5,0.556,0.557,2.9,5.3,0.551,3.8,10.5,14.3,4.1,2.0,1.1,1.8,4.8,20.3,118.0,108.0,
2019-20,26,2TM,NBA,C,54.0,39.0,1097.0,7.6,13.2,0.579,0.0,0.0,0.0,7.6,13.1,0.581,0.579,1.7,2.9,0.606,3.7,10.1,13.8,3.1,2.1,2.7,1.7,5.3,17.0,117.0,108.0,
2019-20,26,GSW,NBA,C,41.0,37.0,940.0,7.3,13.1,0.56,0.0,0.0,,7.3,13.1,0.56,0.56,1.8,2.9,0.614,3.6,9.4,13.0,3.1,2.3,2.5,1.8,5.2,16.4,114.0,109.0,
2019-20,26,DAL,NBA,C,13.0,2.0,157.0,9.5,13.9,0.689,0.0,0.3,0.0,9.5,13.5,0.705,0.689,1.5,2.8,0.556,4.0,14.5,18.5,3.1,1.2,3.4,1.5,5.8,20.6,135.0,105.0,
2020-21,27,DAL,NBA,C,53.0,16.0,906.0,6.3,9.9,0.632,0.1,0.6,0.091,6.2,9.3,0.667,0.635,2.7,4.2,0.628,3.6,9.3,12.8,1.9,1.1,2.3,1.6,7.0,15.2,128.0,110.0,
2021-22,28,2TM,NBA,C,20.0,2.0,183.0,4.4,9.6,0.457,0.3,0.5,0.5,4.1,9.1,0.455,0.471,0.3,0.5,0.5,3.6,7.4,11.0,2.7,1.6,0.8,1.9,5.2,9.3,103.0,109.0,
2021-22,28,DAL,NBA,C,18.0,2.0,177.0,4.5,10.0,0.457,0.3,0.6,0.5,4.3,9.4,0.455,0.471,0.3,0.6,0.5,3.7,7.1,10.8,2.6,1.7,0.9,2.0,4.8,9.7,102.0,109.0,
2021-22,28,PHI,NBA,C,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,16.6,16.6,8.3,0.0,0.0,0.0,16.6,0.0,229.0,110.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,422.0,255.0,9276.0,8.2,15.0,0.544,0.0,0.2,0.188,8.1,14.8,0.548,0.545,3.0,4.8,0.612,3.6,9.3,13.0,3.1,1.8,1.8,2.0,5.1,19.3,114.0,108.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),,295.0,198.0,7090.0,8.6,16.0,0.534,0.0,0.1,0.222,8.5,15.9,0.536,0.535,3.3,5.3,0.611,3.7,9.3,12.9,3.3,1.9,1.6,2.1,4.8,20.4,112.0,108.0,
DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),,84.0,20.0,1240.0,6.4,10.4,0.618,0.1,0.6,0.143,6.4,9.9,0.645,0.622,2.2,3.5,0.618,3.7,9.6,13.3,2.1,1.2,2.3,1.6,6.6,15.2,126.0,109.0,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,41.0,37.0,940.0,7.3,13.1,0.56,0.0,0.0,,7.3,13.1,0.56,0.56,1.8,2.9,0.614,3.6,9.4,13.0,3.1,2.3,2.5,1.8,5.2,16.4,114.0,109.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,16.6,16.6,8.3,0.0,0.0,0.0,16.6,0.0,229.0,110.0,
