"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2007-08,24,ATL,NBA,SF,7,0,205,0.524,3.0,0.952,0.857,0.071,0.024,0.0,0.048,0.55,0.583,0.333,0.0,0.0,0.591,0.048,2,0.5,0.0,0,0,
1 Yr,1 Yr,1 Yr,1 Yr,,7,0,205,0.524,3.0,0.952,0.857,0.071,0.024,0.0,0.048,0.55,0.583,0.333,0.0,0.0,0.591,0.048,2,0.5,0.0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,2401,0.524,3.0,0.952,0.857,0.071,0.024,0.0,0.048,0.55,0.583,0.333,0.0,0.0,0.591,0.048,23,0.5,0.0,0,0,
