Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2020-21,20,POR,NBA,SF,2,0,8,0,1,0.0,0,0,0,1,0.0,0.0,0,0,1,2,3,1,0,0,1,0,0,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,8,0,1,0.0,0,0,0,1,0.0,0.0,0,0,1,2,3,1,0,0,1,0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,328,0,41,0.0,0,0,0,41,0.0,0.0,0,0,41,82,123,41,0,0,41,0,0,0,
