"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2010-11,24.0,CHI,NBA,20:10,2.0,3.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,5.0,8.0,1.0,1.0,2.0,2.0,4.0,5.0,6.5
2011-12,25.0,CHI,NBA,39:25,3.0,6.0,0.0,0.0,3.0,6.0,4.0,7.0,3.0,6.0,9.0,2.0,1.0,3.0,2.0,5.0,10.0,8.2
2012-13,26.0,HOU,NBA,40:44,7.0,10.0,0.0,0.0,7.0,10.0,13.0,18.0,8.0,11.0,14.0,2.0,1.0,4.0,3.0,4.0,21.0,17.9
2013-14,27.0,HOU,NBA,33:29,5.0,12.0,0.0,0.0,5.0,12.0,2.0,2.0,6.0,9.0,15.0,2.0,2.0,1.0,3.0,6.0,10.0,6.2
2014-15,28.0,NOP,NBA,23:50,1.0,4.0,0.0,0.0,1.0,4.0,2.0,4.0,6.0,7.0,13.0,2.0,2.0,0.0,3.0,5.0,3.0,5.0
Career,,,,40:44,7.0,12.0,0.0,0.0,7.0,12.0,13.0,18.0,8.0,11.0,15.0,2.0,2.0,4.0,3.0,6.0,21.0,17.9
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,CHI,NBA,39:25,3.0,6.0,0.0,0.0,3.0,6.0,4.0,7.0,3.0,6.0,9.0,2.0,1.0,3.0,2.0,5.0,10.0,8.2
2 Seasons,,HOU,NBA,40:44,7.0,12.0,0.0,0.0,7.0,12.0,13.0,18.0,8.0,11.0,15.0,2.0,2.0,4.0,3.0,6.0,21.0,17.9
1 Season,,NOP,NBA,23:50,1.0,4.0,0.0,0.0,1.0,4.0,2.0,4.0,6.0,7.0,13.0,2.0,2.0,0.0,3.0,5.0,3.0,5.0
