"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2010-11,19.0,MEM,NBA,33:08,8.0,12.0,1.0,2.0,7.0,10.0,6.0,7.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,17.0,13.3
2011-12,20.0,NOH,NBA,26:57,8.0,14.0,1.0,2.0,7.0,14.0,6.0,7.0,3.0,5.0,6.0,3.0,2.0,1.0,5.0,4.0,19.0,18.6
2012-13,21.0,NOH,NBA,28:34,5.0,7.0,1.0,2.0,5.0,7.0,8.0,10.0,3.0,5.0,6.0,3.0,2.0,1.0,3.0,5.0,15.0,10.8
2013-14,22.0,LAL,NBA,41:54,9.0,22.0,3.0,5.0,8.0,17.0,9.0,16.0,3.0,5.0,8.0,4.0,3.0,2.0,5.0,5.0,27.0,22.4
2014-15,23.0,LAL,NBA,18:28,1.0,4.0,0.0,0.0,1.0,4.0,6.0,8.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,8.0,7.1
Career,,,,41:54,9.0,22.0,3.0,5.0,8.0,17.0,9.0,16.0,3.0,5.0,8.0,4.0,3.0,2.0,5.0,5.0,27.0,22.4
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,NOH,NBA,28:34,8.0,14.0,1.0,2.0,7.0,14.0,8.0,10.0,3.0,5.0,6.0,3.0,2.0,1.0,5.0,5.0,19.0,18.6
2 Seasons,,LAL,NBA,41:54,9.0,22.0,3.0,5.0,8.0,17.0,9.0,16.0,3.0,5.0,8.0,4.0,3.0,2.0,5.0,5.0,27.0,22.4
1 Season,,MEM,NBA,33:08,8.0,12.0,1.0,2.0,7.0,10.0,6.0,7.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,17.0,13.3
