"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2017-18,23.0,SAS,NBA,13:04,3.0,6.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,6.4
2018-19,24.0,SAS,NBA,33:00,15.0,21.0,2.0,4.0,14.0,17.0,5.0,6.0,1.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,36.0,33.8
2021-22,27.0,BOS,NBA,40:52,7.0,14.0,5.0,8.0,6.0,9.0,6.0,8.0,2.0,8.0,8.0,6.0,3.0,2.0,3.0,5.0,22.0,21.1
2022-23,28.0,BOS,NBA,42:03,11.0,16.0,6.0,9.0,9.0,11.0,6.0,7.0,2.0,7.0,7.0,7.0,2.0,3.0,3.0,5.0,26.0,23.1
2023-24,29.0,BOS,NBA,42:04,15.0,26.0,8.0,15.0,7.0,11.0,5.0,6.0,4.0,6.0,8.0,9.0,5.0,4.0,3.0,4.0,38.0,29.4
2024-25,30.0,BOS,NBA,44:05,10.0,18.0,7.0,16.0,5.0,6.0,9.0,11.0,3.0,10.0,11.0,7.0,2.0,3.0,2.0,5.0,34.0,26.8
Career,,,,44:05,15.0,26.0,8.0,16.0,14.0,17.0,9.0,11.0,4.0,10.0,11.0,9.0,5.0,4.0,4.0,5.0,38.0,33.8
,,,,,,,,,,,,,,,,,,,,,,
4 Seasons,,BOS,NBA,44:05,15.0,26.0,8.0,16.0,9.0,11.0,9.0,11.0,4.0,10.0,11.0,9.0,5.0,4.0,3.0,5.0,38.0,29.4
2 Seasons,,SAS,NBA,33:00,15.0,21.0,2.0,4.0,14.0,17.0,5.0,6.0,1.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,36.0,33.8
