"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2023-24,25,OKC,NBA,WC1,NOP,W (4-0),4.0,15.0,5.8,3.3,1.8,0.8,0.3,9.0,16.0,0.563,2.0,6.0,0.333,7.0,10.0,0.7,0.625,3.0,3.0,1.0,4.0,9.0,13.0,7.0,3.0,1.0,4.0,4.0,23.0,
2023-24,25,OKC,NBA,WCS,DAL,L (2-4),6.0,16.2,6.5,3.2,0.5,0.5,0.3,14.0,31.0,0.452,4.0,14.0,0.286,10.0,17.0,0.588,0.516,7.0,8.0,0.875,5.0,14.0,19.0,3.0,3.0,2.0,5.0,4.0,39.0,
2024-25,26,OKC,NBA,WC1,MEM,W (4-0),4.0,13.8,9.5,1.5,0.5,0.8,0.0,15.0,32.0,0.469,4.0,13.0,0.308,11.0,19.0,0.579,0.531,4.0,5.0,0.8,3.0,3.0,6.0,2.0,3.0,0.0,3.0,3.0,38.0,
2024-25,26,OKC,NBA,WCS,DEN,W (4-3),7.0,14.3,6.6,3.3,1.1,0.4,0.6,17.0,43.0,0.395,10.0,29.0,0.345,7.0,14.0,0.5,0.512,2.0,2.0,1.0,7.0,16.0,23.0,8.0,3.0,4.0,5.0,7.0,46.0,
2024-25,26,OKC,NBA,WCF,MIN,W (4-1),4.0,11.8,1.8,1.8,1.3,0.0,0.0,3.0,11.0,0.273,1.0,5.0,0.2,2.0,6.0,0.333,0.318,0.0,0.0,,2.0,5.0,7.0,5.0,0.0,0.0,1.0,5.0,7.0,
2024-25,26,OKC,NBA,FIN,IND,W (4-3),7.0,14.3,5.9,2.0,0.7,0.6,0.3,12.0,33.0,0.364,10.0,22.0,0.455,2.0,11.0,0.182,0.515,7.0,10.0,0.7,2.0,12.0,14.0,5.0,4.0,2.0,8.0,8.0,41.0,
2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),5-1,32.0,14.3,6.1,2.6,0.9,0.5,0.3,70.0,166.0,0.422,31.0,89.0,0.348,39.0,77.0,0.506,0.515,23.0,28.0,0.821,23.0,59.0,82.0,30.0,16.0,9.0,26.0,31.0,194.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),2-0,8.0,14.4,7.6,2.4,1.1,0.8,0.1,24.0,48.0,0.5,6.0,19.0,0.316,18.0,29.0,0.621,0.563,7.0,8.0,0.875,7.0,12.0,19.0,9.0,6.0,1.0,7.0,7.0,61.0,
WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),1-1,13.0,15.2,6.5,3.2,0.8,0.5,0.5,31.0,74.0,0.419,14.0,43.0,0.326,17.0,31.0,0.548,0.514,9.0,10.0,0.9,12.0,30.0,42.0,11.0,6.0,6.0,10.0,11.0,85.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),1-0,4.0,11.8,1.8,1.8,1.3,0.0,0.0,3.0,11.0,0.273,1.0,5.0,0.2,2.0,6.0,0.333,0.318,0.0,0.0,,2.0,5.0,7.0,5.0,0.0,0.0,1.0,5.0,7.0,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),1-0,7.0,14.3,5.9,2.0,0.7,0.6,0.3,12.0,33.0,0.364,10.0,22.0,0.455,2.0,11.0,0.182,0.515,7.0,10.0,0.7,2.0,12.0,14.0,5.0,4.0,2.0,8.0,8.0,41.0,
