"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2010-11,20,IND,NBA,SG,12,0,115,.333,.382,.000,.333,.786,.410,.359,.128,73,78,0,67,103,76,120,58,-12.9,-11.9,
2011-12,21,IND,NBA,SG,42,1,442,.376,.453,.133,.392,.471,.400,.136,.240,84,95,38,80,63,76,49,106,-23.8,-33.7,
2012-13,22,IND,NBA,SG,78,72,2278,.460,.520,.330,.512,.652,.530,.192,.314,102,108,92,103,87,99,71,129,18.3,-6.5,
2013-14,23,IND,NBA,SG,78,78,2752,.491,.545,.352,.540,.711,.564,.226,.280,108,112,98,108,94,104,80,108,68.1,45.1,
2014-15,24,CHO,NBA,SG,61,25,1573,.376,.425,.171,.393,.627,.419,.200,.191,84,88,49,79,84,78,73,71,-113.5,-138.3,
2015-16,25,2TM,NBA,SF,69,13,1372,.481,.500,.385,.513,.784,.548,.234,.165,106,102,109,102,104,101,85,58,9.7,7.0,
2015-16,25,LAC,NBA,SF,43,10,680,.494,.529,.404,.551,.700,.569,.181,.283,109,108,114,110,93,105,65,99,16.2,10.0,
2015-16,25,MEM,NBA,SF,26,3,692,.474,.487,.355,.492,.815,.537,.263,.101,105,99,100,98,108,99,95,35,-6.5,-3.0,
2016-17,26,3TM,NBA,SG,18,0,361,.450,.480,.300,.475,.615,.485,.108,.167,98,95,84,92,80,88,40,53,-9.3,-16.9,
2016-17,26,NOP,NBA,SG,6,0,162,.473,.556,.100,.482,.625,.496,.145,.182,103,110,28,94,81,90,54,58,-3.5,-6.6,
2016-17,26,MIN,NBA,SG,6,0,67,.476,.526,.000,.476,.500,.480,.095,.095,104,105,0,93,65,87,35,30,-1.6,-3.2,
2016-17,26,IND,NBA,SG,6,0,132,.409,.361,.625,.466,.667,.474,.068,.182,89,72,175,91,86,86,25,58,-4.2,-7.1,
2017-18,27,IND,NBA,SG,82,7,1850,.427,.495,.289,.475,.661,.495,.179,.327,93,97,80,91,86,89,71,97,-66.0,-93.8,
2018-19,28,LAL,NBA,SG,68,3,1123,.426,.472,.371,.510,.685,.529,.169,.456,92,91,104,97,89,95,65,127,-11.9,-28.5,
2019-20,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2020-21,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned,Did not play - unsigned
2021-22,31,2TM,NBA,SG,46,1,814,.455,.515,.300,.497,.788,.536,.248,.279,99,97,85,93,102,95,100,70,-22.4,-21.5,
2021-22,31,ATL,NBA,SG,6,0,70,.385,.500,.000,.385,.500,.396,.154,.231,83,94,0,72,65,70,62,58,-3.8,-4.7,
2021-22,31,IND,NBA,PG,40,1,744,.458,.516,.310,.502,.795,.542,.252,.281,99,97,88,94,103,96,101,70,-18.6,-16.8,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,554,200,12680,.445,.496,.314,.489,.694,.513,.202,.280,97,100,88,96,91,94,75,96,-163.7,-299.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
