Season,Team,Lg,Salary
2008-09,Memphis Grizzlies,NBA,"$3,093,333"
2009-10,Memphis Grizzlies,NBA,"$3,240,000"
2010-11,Memphis Grizzlies,NBA,"$3,480,000"
2011-12,Memphis Grizzlies,NBA,"$12,922,194"
2012-13,Memphis Grizzlies,NBA,"$13,891,359"
2013-14,Memphis Grizzlies,NBA,"$14,860,523"
2014-15,Memphis Grizzlies,NBA,"$15,829,688"
2015-16,Memphis Grizzlies,NBA,"$19,700,000"
2016-17,Memphis Grizzlies,NBA,"$21,165,675"
2017-18,Memphis Grizzlies,NBA,"$22,642,350"
2018-19,Toronto Raptors,NBA,"$24,119,025"
2019-20,Toronto Raptors,NBA,"$25,595,700"
2020-21,Los Angeles Lakers,NBA,"$2,564,753"
2021-22,Memphis Grizzlies,NBA,"$2,692,991"
Career,(may be incomplete),,"$185,797,591"
