Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2014-15,21,MIL,NBA,PF,1,0,12,3,8,0.375,0,0,3,8,0.375,0.375,0,0,1,2,3,0,0,0,0,1,6,0,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,12,3,8,0.375,0,0,3,8,0.375,0.375,0,0,1,2,3,0,0,0,0,1,6,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,984,246,656,0.375,0,0,246,656,0.375,0.375,0,0,82,164,246,0,0,0,0,82,492,0,
