"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2015-16,23.0,LAL,NBA,35:03,4.0,9.0,3.0,5.0,2.0,6.0,2.0,3.0,1.0,6.0,7.0,3.0,2.0,2.0,3.0,4.0,10.0,8.8
2016-17,24.0,TOT,NBA,29:22,4.0,10.0,2.0,4.0,3.0,6.0,0.0,0.0,2.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,9.0,8.1
2016-17,24.0,NOP,NBA,29:22,4.0,10.0,2.0,4.0,3.0,6.0,0.0,0.0,2.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,9.0,8.1
2016-17,24.0,ORL,NBA,12:00,3.0,7.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,7.0,4.5
2017-18,25.0,MIN,NBA,3:44,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.4
Career,,,,35:03,4.0,10.0,3.0,5.0,3.0,6.0,2.0,3.0,2.0,6.0,7.0,3.0,2.0,2.0,3.0,4.0,10.0,8.8
,,,,,,,,,,,,,,,,,,,,,,
1 Season,,LAL,NBA,35:03,4.0,9.0,3.0,5.0,2.0,6.0,2.0,3.0,1.0,6.0,7.0,3.0,2.0,2.0,3.0,4.0,10.0,8.8
1 Season,,NOP,NBA,29:22,4.0,10.0,2.0,4.0,3.0,6.0,0.0,0.0,2.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,9.0,8.1
1 Season,,ORL,NBA,12:00,3.0,7.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,7.0,4.5
1 Season,,MIN,NBA,3:44,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.4
