Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2009-10,21,PHO,NBA,C,6.0,6.0,104.0,6.6,12.1,0.543,0.0,0.0,6.6,12.1,0.543,0.543,3.1,3.1,1.0,4.2,4.2,8.3,0.0,0.7,0.3,1.0,3.8,16.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,25,POR,NBA,C,11.0,11.0,367.0,4.2,8.6,0.489,0.0,0.0,4.2,8.6,0.489,0.489,2.4,3.5,0.667,4.6,5.3,9.9,0.9,0.6,2.0,1.1,3.9,10.8,
2014-15,26,POR,NBA,C,5.0,5.0,117.0,2.8,4.6,0.6,0.0,0.0,2.8,4.6,0.6,0.6,2.5,2.5,1.0,2.8,4.0,6.8,0.9,0.3,1.5,1.5,4.6,8.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,28,CHI,NBA,C,6.0,6.0,162.0,7.6,11.6,0.654,0.0,0.0,7.6,11.6,0.654,0.654,1.8,1.8,1.0,6.2,3.3,9.6,1.1,0.7,1.3,1.8,2.9,16.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,31,MIL,NBA,C,3.0,0.0,21.0,5.1,6.9,0.75,0.0,0.0,5.1,6.9,0.75,0.75,0.0,0.0,,0.0,6.9,6.9,0.0,0.0,0.0,0.0,3.4,10.3,
2020-21,32,WAS,NBA,C,5.0,0.0,73.0,8.9,12.3,0.72,0.0,0.0,8.9,12.3,0.72,0.72,0.5,2.0,0.25,2.0,2.5,4.4,0.0,0.0,2.0,0.5,3.5,18.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,34,CLE,NBA,C,2.0,0.0,6.0,18.0,18.0,1.0,0.0,0.0,18.0,18.0,1.0,1.0,12.0,12.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,12.0,48.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,38.0,28.0,850.0,5.5,9.4,0.581,0.0,0.0,5.5,9.4,0.581,0.581,2.2,2.8,0.776,4.3,4.4,8.6,0.7,0.5,1.5,1.2,3.8,13.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,16.0,16.0,484.0,3.9,7.7,0.505,0.0,0.0,3.9,7.7,0.505,0.505,2.4,3.3,0.727,4.2,5.0,9.1,0.9,0.5,1.9,1.2,4.1,10.1,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,6.0,6.0,162.0,7.6,11.6,0.654,0.0,0.0,7.6,11.6,0.654,0.654,1.8,1.8,1.0,6.2,3.3,9.6,1.1,0.7,1.3,1.8,2.9,16.9,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,6.0,6.0,104.0,6.6,12.1,0.543,0.0,0.0,6.6,12.1,0.543,0.543,3.1,3.1,1.0,4.2,4.2,8.3,0.0,0.7,0.3,1.0,3.8,16.3,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,5.0,0.0,73.0,8.9,12.3,0.72,0.0,0.0,8.9,12.3,0.72,0.72,0.5,2.0,0.25,2.0,2.5,4.4,0.0,0.0,2.0,0.5,3.5,18.2,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,3.0,0.0,21.0,5.1,6.9,0.75,0.0,0.0,5.1,6.9,0.75,0.75,0.0,0.0,,0.0,6.9,6.9,0.0,0.0,0.0,0.0,3.4,10.3,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,2.0,0.0,6.0,18.0,18.0,1.0,0.0,0.0,18.0,18.0,1.0,1.0,12.0,12.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,12.0,48.0,
