Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2009-10,21,PHO,NBA,C,6.0,6.0,104.0,9.6,17.8,0.543,0.0,0.0,9.6,17.8,0.543,0.543,4.6,4.6,1.0,6.1,6.1,12.2,0.0,1.0,0.5,1.5,5.6,23.9,127.0,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,25,POR,NBA,C,11.0,11.0,367.0,5.9,12.2,0.489,0.0,0.0,5.9,12.2,0.489,0.489,3.3,5.0,0.667,6.5,7.5,14.0,1.2,0.8,2.8,1.5,5.5,15.2,118.0,112.0,
2014-15,26,POR,NBA,C,5.0,5.0,117.0,4.0,6.7,0.6,0.0,0.0,4.0,6.7,0.6,0.6,3.6,3.6,1.0,4.0,5.8,9.8,1.3,0.4,2.2,2.2,6.7,11.6,126.0,110.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,28,CHI,NBA,C,6.0,6.0,162.0,10.9,16.7,0.654,0.0,0.0,10.9,16.7,0.654,0.654,2.6,2.6,1.0,9.0,4.8,13.8,1.6,1.0,1.9,2.6,4.2,24.4,134.0,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,31,MIL,NBA,C,3.0,0.0,21.0,6.8,9.1,0.75,0.0,0.0,6.8,9.1,0.75,0.75,0.0,0.0,,0.0,9.1,9.1,0.0,0.0,0.0,0.0,4.6,13.7,145.0,113.0,
2020-21,32,WAS,NBA,C,5.0,0.0,73.0,11.6,16.1,0.72,0.0,0.0,11.6,16.1,0.72,0.72,0.6,2.6,0.25,2.6,3.2,5.8,0.0,0.0,2.6,0.6,4.5,23.8,132.0,123.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,34,CLE,NBA,C,2.0,0.0,6.0,26.3,26.3,1.0,0.0,0.0,26.3,26.3,1.0,1.0,17.6,17.6,1.0,8.8,0.0,8.8,0.0,0.0,0.0,8.8,17.6,70.2,155.0,118.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,38.0,28.0,850.0,7.7,13.3,0.581,0.0,0.0,7.7,13.3,0.581,0.581,3.1,4.0,0.776,6.1,6.2,12.2,1.0,0.7,2.2,1.7,5.4,18.6,125.0,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,16.0,16.0,484.0,5.5,10.9,0.505,0.0,0.0,5.5,10.9,0.505,0.505,3.4,4.6,0.727,5.9,7.1,13.0,1.3,0.7,2.6,1.7,5.8,14.4,119.0,112.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,6.0,6.0,162.0,10.9,16.7,0.654,0.0,0.0,10.9,16.7,0.654,0.654,2.6,2.6,1.0,9.0,4.8,13.8,1.6,1.0,1.9,2.6,4.2,24.4,134.0,114.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,6.0,6.0,104.0,9.6,17.8,0.543,0.0,0.0,9.6,17.8,0.543,0.543,4.6,4.6,1.0,6.1,6.1,12.2,0.0,1.0,0.5,1.5,5.6,23.9,127.0,114.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,5.0,0.0,73.0,11.6,16.1,0.72,0.0,0.0,11.6,16.1,0.72,0.72,0.6,2.6,0.25,2.6,3.2,5.8,0.0,0.0,2.6,0.6,4.5,23.8,132.0,123.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,3.0,0.0,21.0,6.8,9.1,0.75,0.0,0.0,6.8,9.1,0.75,0.75,0.0,0.0,,0.0,9.1,9.1,0.0,0.0,0.0,0.0,4.6,13.7,145.0,113.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,2.0,0.0,6.0,26.3,26.3,1.0,0.0,0.0,26.3,26.3,1.0,1.0,17.6,17.6,1.0,8.8,0.0,8.8,0.0,0.0,0.0,8.8,17.6,70.2,155.0,118.0,
