"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2007-08,19.0,KANSAS,40,330,43,83,0,0,26,38,34,119,5,11,34,21,48,112,0.518,,0.684,8.3,2.8,3.0,0.1
2008-09,20.0,KANSAS,35,1037,199,333,0,0,122,154,106,387,36,21,94,56,90,520,0.598,,0.792,29.6,14.9,11.1,1.0
2009-10,21.0,KANSAS,36,963,149,265,0,0,108,159,110,354,31,27,125,56,92,406,0.562,,0.679,26.8,11.3,9.8,0.9
Career,,,111,2330,391,681,0,0,256,351,250,860,72,59,253,133,230,1038,0.574,,0.729,21.0,9.4,7.7,0.6
