Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2010-11,22,OKC,NBA,C,18.0,0.0,142.0,8.0,15.0,0.533,0.0,0.0,8.0,15.0,0.533,0.533,2.0,4.0,0.5,13.0,22.0,35.0,4.0,5.0,7.0,8.0,30.0,18.0,0.0,
2011-12,23,OKC,NBA,C,26.0,0.0,173.0,22.0,42.0,0.524,0.0,0.0,22.0,42.0,0.524,0.524,13.0,14.0,0.929,13.0,35.0,48.0,3.0,8.0,16.0,9.0,22.0,57.0,0.0,
2012-13,24,2TM,NBA,C,45.0,0.0,388.0,44.0,80.0,0.55,0.0,0.0,44.0,80.0,0.55,0.55,12.0,20.0,0.6,30.0,90.0,120.0,9.0,5.0,23.0,23.0,60.0,100.0,0.0,
2012-13,24,HOU,NBA,C,30.0,0.0,213.0,23.0,43.0,0.535,0.0,0.0,23.0,43.0,0.535,0.535,4.0,9.0,0.444,12.0,45.0,57.0,6.0,3.0,9.0,14.0,41.0,50.0,0.0,
2012-13,24,SAC,NBA,C,15.0,0.0,175.0,21.0,37.0,0.568,0.0,0.0,21.0,37.0,0.568,0.568,8.0,11.0,0.727,18.0,45.0,63.0,3.0,2.0,14.0,9.0,19.0,50.0,0.0,
2013-14,25,NYK,NBA,C,46.0,2.0,330.0,33.0,61.0,0.541,0.0,0.0,33.0,61.0,0.541,0.541,26.0,30.0,0.867,37.0,92.0,129.0,14.0,8.0,30.0,18.0,40.0,92.0,0.0,
2014-15,26,NYK,NBA,C,61.0,16.0,976.0,144.0,301.0,0.478,0.0,0.0,144.0,301.0,0.478,0.478,50.0,64.0,0.781,101.0,237.0,338.0,75.0,37.0,65.0,59.0,122.0,338.0,0.0,
2015-16,27,LAC,NBA,C,60.0,5.0,800.0,134.0,225.0,0.596,0.0,0.0,134.0,225.0,0.596,0.596,60.0,84.0,0.714,86.0,202.0,288.0,50.0,47.0,68.0,64.0,139.0,328.0,0.0,
2016-17,28,MIN,NBA,C,62.0,0.0,531.0,45.0,86.0,0.523,0.0,0.0,45.0,86.0,0.523,0.523,15.0,22.0,0.682,51.0,107.0,158.0,25.0,25.0,23.0,17.0,85.0,105.0,0.0,
2017-18,29,MIN,NBA,C,21.0,0.0,49.0,5.0,15.0,0.333,0.0,0.0,5.0,15.0,0.333,0.333,2.0,6.0,0.333,3.0,12.0,15.0,3.0,2.0,1.0,1.0,11.0,12.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,339.0,23.0,3389.0,435.0,825.0,0.527,0.0,0.0,435.0,825.0,0.527,0.527,180.0,244.0,0.738,334.0,797.0,1131.0,183.0,137.0,233.0,199.0,509.0,1050.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,6.0,820.0,105.0,200.0,0.527,0.0,0.0,105.0,200.0,0.527,0.527,44.0,59.0,0.738,81.0,193.0,274.0,44.0,33.0,56.0,48.0,123.0,254.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,107.0,18.0,1306.0,177.0,362.0,0.489,0.0,0.0,177.0,362.0,0.489,0.489,76.0,94.0,0.809,138.0,329.0,467.0,89.0,45.0,95.0,77.0,162.0,430.0,0.0,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,83.0,0.0,580.0,50.0,101.0,0.495,0.0,0.0,50.0,101.0,0.495,0.495,17.0,28.0,0.607,54.0,119.0,173.0,28.0,27.0,24.0,18.0,96.0,117.0,0.0,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,44.0,0.0,315.0,30.0,57.0,0.526,0.0,0.0,30.0,57.0,0.526,0.526,15.0,18.0,0.833,26.0,57.0,83.0,7.0,13.0,23.0,17.0,52.0,75.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,60.0,5.0,800.0,134.0,225.0,0.596,0.0,0.0,134.0,225.0,0.596,0.596,60.0,84.0,0.714,86.0,202.0,288.0,50.0,47.0,68.0,64.0,139.0,328.0,0.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,30.0,0.0,213.0,23.0,43.0,0.535,0.0,0.0,23.0,43.0,0.535,0.535,4.0,9.0,0.444,12.0,45.0,57.0,6.0,3.0,9.0,14.0,41.0,50.0,0.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,15.0,0.0,175.0,21.0,37.0,0.568,0.0,0.0,21.0,37.0,0.568,0.568,8.0,11.0,0.727,18.0,45.0,63.0,3.0,2.0,14.0,9.0,19.0,50.0,0.0,
