Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2006-07,23,WAS,NBA,C,11,0,55,3.7,8.3,0.444,0.0,0.0,3.7,8.3,0.444,0.444,2.8,4.6,0.6,4.6,5.6,10.2,1.9,0.0,2.8,1.9,13.0,10.2,107,112,
1 Yr,1 Yr,1 Yr,1 Yr,,11,0,55,3.7,8.3,0.444,0.0,0.0,3.7,8.3,0.444,0.444,2.8,4.6,0.6,4.6,5.6,10.2,1.9,0.0,2.8,1.9,13.0,10.2,107,112,
