"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2023-24,20,MIN,NBA,SF,3,0,7,0.0,,0.0,0.0,0.0,0.0,1.0,0,,0,0,0,0,253,
2024-25,21,MIN,NBA,SF,3,0,13,0.75,0.714,1.0,0.813,0.813,0.0,0.125,161,131.0,278,150,141,0,30,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,6,0,20,0.667,0.714,0.5,0.722,0.722,0.0,0.222,142,131.0,139,133,125,0,55,
