Season,Team,Lg,Salary
2002-03,Memphis Grizzlies,NBA,"$2,794,920"
2003-04,Orlando Magic,NBA,"$3,004,560"
2004-05,Cleveland Cavaliers,NBA,"$3,214,080"
2005-06,Cleveland Cavaliers,NBA,"$4,065,811"
2006-07,Cleveland Cavaliers,NBA,"$6,645,402"
2007-08,Chicago Bulls,NBA,"$6,453,416"
2008-09,Sacramento Kings,NBA,"$7,151,183"
2009-10,Los Angeles Clippers,NBA,"$4,500,000"
2010-11,Milwaukee Bucks,NBA,"$5,760,000"
2011-12,Milwaukee Bucks,NBA,"$6,226,200"
2012-13,Milwaukee Bucks,NBA,"$6,687,400"
2014-15,Milwaukee Bucks,NBA,"$6,680,000"
2014-15,Washington Wizards,NBA,"$1,448,000"
2015-16,Washington Wizards,NBA,"$3,300,000"
Career,(may be incomplete),,"$67,930,972"
