"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2013-14,24,WAS,NBA,C,4.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2014-15,25,WAS,NBA,C,6.0,0.0,72.0,0.484,0.484,0.484,0.5,0.49,0.194,0.0,108.0,100.0,98.0,67.0,92.0,71.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
2016-17,27,IND,NBA,PF,4.0,0.0,59.0,0.462,0.462,0.462,0.714,0.499,0.269,0.0,101.0,92.0,90.0,93.0,90.0,99.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,14.0,0.0,137.0,0.45,0.45,0.45,0.615,0.472,0.217,0.0,99.0,91.0,89.0,81.0,87.0,80.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,10.0,0.0,78.0,0.441,0.441,0.441,0.5,0.45,0.176,0.0,98.0,91.0,89.0,67.0,84.0,65.0,0.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,4.0,0.0,59.0,0.462,0.462,0.462,0.714,0.499,0.269,0.0,101.0,92.0,90.0,93.0,90.0,99.0,0.0,
