Season,Team,Lg,Salary
2007-08,Minnesota Timberwolves,NBA,"$2,535,720"
2008-09,Minnesota Timberwolves,NBA,"$2,725,920"
2009-10,Minnesota Timberwolves,NBA,"$2,916,120"
2010-11,New York Knicks,NBA,"$3,703,472"
2011-12,Denver Nuggets,NBA,"$3,059,000"
2012-13,Denver Nuggets,NBA,"$3,243,000"
2013-14,Minnesota Timberwolves,NBA,"$4,500,000"
2014-15,Houston Rockets,NBA,"$4,702,500"
2015-16,Houston Rockets,NBA,"$8,200,000"
2016-17,Los Angeles Lakers,NBA,"$7,600,000"
2017-18,Los Angeles Lakers,NBA,"$6,879,366"
2017-18,Oklahoma City Thunder,NBA,"$340,829"
2018-19,Sacramento Kings,NBA,"$2,270,496"
2018-19,Philadelphia 76ers,NBA,"$270,496"
2019-20,Sacramento Kings,NBA,"$289,803"
Career,(may be incomplete),,"$53,236,722"
