Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2002-03,24,ATL,NBA,PG,50.0,0.0,515.0,7.2,17.4,0.412,2.3,6.3,0.361,4.9,11.2,0.44,0.476,2.2,2.7,0.808,0.9,3.5,4.4,8.7,1.4,0.2,5.4,6.8,18.8,94.0,110.0,
2003-04,25,2TM,NBA,PG,43.0,0.0,294.0,6.8,18.1,0.378,1.8,5.5,0.333,5.0,12.6,0.397,0.429,2.0,2.6,0.786,1.3,3.5,4.8,7.0,3.1,0.0,4.8,8.1,17.5,89.0,106.0,
2003-04,25,ATL,NBA,PG,23.0,0.0,143.0,7.8,18.1,0.429,1.1,3.7,0.3,6.7,14.4,0.462,0.459,1.5,2.2,0.667,1.5,4.4,5.9,6.7,3.3,0.0,4.8,8.1,18.1,90.0,105.0,
2003-04,25,POR,NBA,PG,20.0,0.0,151.0,5.9,18.1,0.327,2.6,7.4,0.35,3.3,10.7,0.31,0.398,2.6,2.9,0.875,1.1,2.6,3.7,7.4,2.9,0.0,4.8,8.1,17.0,88.0,107.0,
2004-05,26,2TM,NBA,PG,71.0,46.0,2090.0,8.0,19.8,0.405,2.2,6.4,0.347,5.8,13.4,0.432,0.461,5.0,6.0,0.833,0.9,3.8,4.7,9.1,2.0,0.1,3.8,5.3,23.3,105.0,109.0,
2004-05,26,DAL,NBA,PG,4.0,0.0,16.0,3.2,25.9,0.125,3.2,9.7,0.333,0.0,16.2,0.0,0.188,6.5,9.7,0.667,0.0,3.2,3.2,3.2,0.0,0.0,3.2,3.2,16.2,62.0,112.0,
2004-05,26,NOH,NBA,PG,67.0,46.0,2074.0,8.1,19.8,0.408,2.2,6.4,0.347,5.8,13.4,0.437,0.464,5.0,5.9,0.836,0.9,3.8,4.7,9.1,2.0,0.1,3.8,5.3,23.3,105.0,109.0,
2005-06,27,BOS,NBA,PG,19.0,0.0,234.0,3.8,10.2,0.37,2.2,4.5,0.5,1.6,5.8,0.269,0.478,4.0,4.0,1.0,1.1,2.4,3.6,8.9,2.4,0.2,4.0,8.9,13.8,109.0,108.0,
2006-07,28,POR,NBA,PG,50.0,3.0,444.0,6.6,18.5,0.358,2.0,7.5,0.262,4.7,11.0,0.422,0.411,5.1,6.5,0.792,0.9,4.4,5.3,8.6,1.7,0.1,3.3,6.7,20.3,103.0,112.0,
2007-08,29,LAC,NBA,PG,67.0,8.0,1040.0,6.2,14.8,0.419,1.8,5.4,0.333,4.4,9.4,0.468,0.48,3.4,4.1,0.829,0.7,4.2,4.9,8.6,1.6,0.2,2.8,5.4,17.6,107.0,111.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,300.0,57.0,4617.0,7.1,17.7,0.401,2.1,6.1,0.341,5.0,11.5,0.432,0.46,4.1,4.9,0.831,0.9,3.8,4.7,8.8,1.9,0.1,3.8,6.0,20.3,103.0,110.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,73.0,0.0,658.0,7.3,17.6,0.416,2.0,5.7,0.352,5.3,11.9,0.446,0.473,2.0,2.6,0.781,1.0,3.7,4.7,8.3,1.8,0.2,5.3,7.1,18.6,93.0,109.0,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,70.0,3.0,595.0,6.4,18.4,0.35,2.1,7.4,0.284,4.3,10.9,0.395,0.408,4.5,5.6,0.803,0.9,4.0,4.9,8.3,2.0,0.1,3.7,7.1,19.5,99.0,110.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,67.0,8.0,1040.0,6.2,14.8,0.419,1.8,5.4,0.333,4.4,9.4,0.468,0.48,3.4,4.1,0.829,0.7,4.2,4.9,8.6,1.6,0.2,2.8,5.4,17.6,107.0,111.0,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,67.0,46.0,2074.0,8.1,19.8,0.408,2.2,6.4,0.347,5.8,13.4,0.437,0.464,5.0,5.9,0.836,0.9,3.8,4.7,9.1,2.0,0.1,3.8,5.3,23.3,105.0,109.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,19.0,0.0,234.0,3.8,10.2,0.37,2.2,4.5,0.5,1.6,5.8,0.269,0.478,4.0,4.0,1.0,1.1,2.4,3.6,8.9,2.4,0.2,4.0,8.9,13.8,109.0,108.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,4.0,0.0,16.0,3.2,25.9,0.125,3.2,9.7,0.333,0.0,16.2,0.0,0.188,6.5,9.7,0.667,0.0,3.2,3.2,3.2,0.0,0.0,3.2,3.2,16.2,62.0,112.0,
