"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2004-05,21,PHI,NBA,EC1,DET,L (1-4),5,38.8,9.8,4.6,3.0,2.8,1.0,20,43,.465,3,9,.333,17,34,.500,.500,6,12,.500,8,15,23,15,14,5,5,12,49,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,24,PHI,NBA,EC1,DET,L (2-4),6,39.0,13.2,4.8,5.0,2.2,0.2,23,69,.333,2,14,.143,21,55,.382,.348,31,43,.721,6,23,29,30,13,1,26,11,79,
2008-09,25,PHI,NBA,EC1,ORL,L (2-4),6,44.8,21.5,6.3,6.7,1.8,0.0,44,98,.449,11,28,.393,33,70,.471,.505,30,46,.652,6,32,38,40,11,0,24,9,129,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,27,PHI,NBA,EC1,MIA,L (1-4),5,36.4,11.4,7.0,6.8,1.0,0.4,22,52,.423,3,14,.214,19,38,.500,.452,10,14,.714,7,28,35,34,5,2,14,16,57,
2011-12,28,PHI,NBA,EC1,CHI,W (4-2),6,40.2,12.0,5.8,3.5,1.8,0.5,26,74,.351,5,23,.217,21,51,.412,.385,15,19,.789,5,30,35,21,11,3,4,12,72,
2011-12,28,PHI,NBA,ECS,BOS,L (3-4),7,37.7,13.7,5.6,3.9,1.1,0.3,32,77,.416,14,26,.538,18,51,.353,.506,18,37,.486,12,27,39,27,8,2,15,20,96,
2012-13,29,DEN,NBA,WC1,GSW,L (2-4),6,40.5,18.0,8.0,5.3,2.0,0.3,38,76,.500,14,29,.483,24,47,.511,.592,18,25,.720,9,39,48,32,12,2,17,9,108,
2013-14,30,GSW,NBA,WC1,LAC,L (3-4),7,35.4,13.1,4.7,4.4,1.3,0.3,32,62,.516,8,15,.533,24,47,.511,.581,20,33,.606,5,28,33,31,9,2,21,19,92,
2014-15,31,GSW,NBA,WC1,NOP,W (4-0),4,28.0,6.3,3.3,2.8,0.5,0.0,9,29,.310,2,16,.125,7,13,.538,.345,5,9,.556,3,10,13,11,2,0,0,7,25,
2014-15,31,GSW,NBA,WCS,MEM,W (4-2),6,27.3,10.0,4.3,3.2,0.7,0.3,21,41,.512,11,23,.478,10,18,.556,.646,7,12,.583,3,23,26,19,4,2,3,7,60,
2014-15,31,GSW,NBA,WCF,HOU,W (4-1),5,27.2,7.0,4.0,4.2,2.2,0.6,14,30,.467,2,8,.250,12,22,.545,.500,5,16,.313,4,16,20,21,11,3,5,10,35,
2014-15,31,GSW,NBA,FIN,CLE,W (4-2),6,37.0,16.3,5.8,4.0,1.3,0.3,37,71,.521,14,35,.400,23,36,.639,.620,10,28,.357,6,29,35,24,8,2,6,18,98,Finals MVP-1
2015-16,32,GSW,NBA,WC1,HOU,W (4-1),5,27.8,11.0,3.0,4.6,1.0,0.4,20,35,.571,8,15,.533,12,20,.600,.686,7,17,.412,4,11,15,23,5,2,4,8,55,
2015-16,32,GSW,NBA,WCS,POR,W (4-1),5,31.6,6.8,4.0,3.0,0.8,0.4,10,26,.385,3,7,.429,7,19,.368,.442,11,13,.846,7,13,20,15,4,2,5,7,34,
2015-16,32,GSW,NBA,WCF,OKC,W (4-3),7,33.1,8.6,3.7,3.3,2.0,0.1,21,45,.467,7,20,.350,14,25,.560,.544,11,18,.611,8,18,26,23,14,1,6,12,60,
2015-16,32,GSW,NBA,FIN,CLE,L (3-4),7,34.1,9.1,6.3,4.1,0.9,0.7,27,58,.466,7,23,.304,20,35,.571,.526,3,9,.333,16,28,44,29,6,5,8,10,64,
2016-17,33,GSW,NBA,WC1,POR,W (4-0),4,30.0,7.3,6.0,4.5,0.5,0.0,10,25,.400,0,9,.000,10,16,.625,.400,9,11,.818,1,23,24,18,2,0,2,5,29,
2016-17,33,GSW,NBA,WCS,UTA,W (4-0),4,26.8,8.0,4.0,2.8,0.8,0.5,13,31,.419,3,13,.231,10,18,.556,.468,3,6,.500,3,13,16,11,3,2,6,9,32,
2016-17,33,GSW,NBA,WCF,SAS,W (4-0),3,17.0,3.7,2.7,1.7,1.0,0.0,5,11,.455,0,5,.000,5,6,.833,.455,1,3,.333,1,7,8,5,3,0,3,5,11,
2016-17,33,GSW,NBA,FIN,CLE,W (4-1),5,28.2,8.6,3.4,3.4,1.2,1.0,18,34,.529,5,15,.333,13,19,.684,.603,2,6,.333,4,13,17,17,6,5,5,10,43,
2017-18,34,GSW,NBA,WC1,SAS,W (4-1),5,27.0,7.6,5.2,3.6,0.6,0.4,13,31,.419,7,17,.412,6,14,.429,.532,5,8,.625,3,23,26,18,3,2,5,10,38,
2017-18,34,GSW,NBA,WCS,NOP,W (4-1),5,28.0,7.8,5.0,3.4,2.0,0.4,14,29,.483,4,12,.333,10,17,.588,.552,7,12,.583,4,21,25,17,10,2,3,7,39,
2017-18,34,GSW,NBA,WCF,HOU,W (4-3),3,27.3,8.7,4.3,1.7,1.7,0.3,8,13,.615,0,2,.000,8,11,.727,.615,10,12,.833,3,10,13,5,5,1,5,6,26,
2017-18,34,GSW,NBA,FIN,CLE,W (4-0),2,22.5,9.5,2.0,0.5,1.5,1.0,7,12,.583,3,6,.500,4,6,.667,.708,2,2,1.000,1,3,4,1,3,2,1,6,19,
2018-19,35,GSW,NBA,WC1,LAC,W (4-2),6,25.7,10.0,3.8,4.7,1.2,1.2,23,47,.489,8,22,.364,15,25,.600,.574,6,12,.500,8,15,23,28,7,7,4,11,60,
2018-19,35,GSW,NBA,WCS,HOU,W (4-2),6,34.7,13.5,4.7,3.3,1.2,0.8,32,54,.593,12,25,.480,20,29,.690,.704,5,16,.313,12,16,28,20,7,5,5,16,81,
2018-19,35,GSW,NBA,WCF,POR,W (4-0),3,26.3,3.3,4.3,3.7,1.3,0.7,5,14,.357,0,7,.000,5,7,.714,.357,0,0,,2,11,13,11,4,2,3,4,10,
2018-19,35,GSW,NBA,FIN,TOR,L (2-4),6,31.3,9.2,4.5,4.0,1.0,1.5,22,51,.431,8,26,.308,14,25,.560,.510,3,9,.333,5,22,27,24,6,9,9,12,55,
2019-20,36,MIA,NBA,EC1,IND,W (4-0),4,26.8,4.8,2.8,1.0,1.3,1.3,7,11,.636,3,7,.429,4,4,1.000,.773,2,2,1.000,2,9,11,4,5,5,2,5,19,
2019-20,36,MIA,NBA,ECS,MIL,W (4-1),5,16.2,3.6,3.0,1.8,0.8,0.6,7,17,.412,2,10,.200,5,7,.714,.471,2,3,.667,2,13,15,9,4,3,5,16,18,
2019-20,36,MIA,NBA,ECF,BOS,W (4-2),6,17.2,3.8,2.0,1.0,1.0,0.5,8,18,.444,6,14,.429,2,4,.500,.611,1,2,.500,3,9,12,6,6,3,4,7,23,
2019-20,36,MIA,NBA,FIN,LAL,L (2-4),6,19.7,3.2,2.7,2.0,0.3,0.3,8,19,.421,3,8,.375,5,11,.455,.500,0,0,,4,12,16,12,2,2,3,16,19,
2020-21,37,MIA,NBA,EC1,MIL,L (0-4),4,17.8,3.8,3.0,1.3,1.0,0.5,6,11,.545,3,7,.429,3,4,.750,.682,0,0,,3,9,12,5,4,2,5,8,15,
2021-22,38,GSW,NBA,WC1,DEN,W (4-1),3,14.0,1.3,2.3,2.3,0.0,0.7,1,5,.200,0,2,.000,1,3,.333,.200,2,3,.667,3,4,7,7,0,2,3,8,4,
2021-22,38,GSW,NBA,FIN,BOS,W (4-2),4,4.8,1.8,0.0,1.3,0.0,0.0,3,4,.750,1,1,1.000,2,3,.667,.875,0,0,,0,0,0,5,0,0,1,3,7,
,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,
,,,,,,W/L,G,MP,PTS,TRB,AST,STL,BLK,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
15 Yrs (35 Series),15 Yrs (35 Series),15 Yrs (35 Series),15 Yrs (35 Series),15 Yrs (35 Series),15 Yrs (35 Series),24-11,177,29.8,9.4,4.4,3.5,1.2,0.5,606,1323,.458,182,513,.355,424,810,.523,.527,267,458,.583,173,603,776,618,217,88,237,351,1661,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (8 Series),WC1 (8 Series),WC1 (8 Series),WC1 (8 Series),WC1 (8 Series),WC1 (8 Series),6-2,40,29.8,10.3,4.7,4.2,1.0,0.4,146,310,.471,47,125,.376,99,185,.535,.547,72,118,.610,36,153,189,168,40,17,56,77,411,
EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),2-5,36,36.1,11.7,5.1,4.1,1.8,0.5,148,358,.413,30,102,.294,118,256,.461,.455,94,136,.691,37,146,183,149,63,18,80,73,420,
WCS (5 Series),WCS (5 Series),WCS (5 Series),WCS (5 Series),WCS (5 Series),WCS (5 Series),5-0,26,29.9,9.5,4.4,3.2,1.1,0.5,90,181,.497,33,80,.413,57,101,.564,.588,33,59,.559,29,86,115,82,28,13,22,46,246,
ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),1-1,12,28.8,9.5,4.5,3.0,1.0,0.4,39,94,.415,16,36,.444,23,58,.397,.500,20,40,.500,14,40,54,36,12,5,20,36,114,
WCF (5 Series),WCF (5 Series),WCF (5 Series),WCF (5 Series),WCF (5 Series),WCF (5 Series),5-0,21,27.6,6.8,3.8,3.1,1.8,0.3,53,113,.469,9,42,.214,44,71,.620,.509,27,49,.551,18,62,80,65,37,7,22,37,142,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),1-0,6,17.2,3.8,2.0,1.0,1.0,0.5,8,18,.444,6,14,.429,2,4,.500,.611,1,2,.500,3,9,12,6,6,3,4,7,23,
FIN (7 Series),FIN (7 Series),FIN (7 Series),FIN (7 Series),FIN (7 Series),FIN (7 Series),4-3,36,27.0,8.5,4.0,3.1,0.9,0.7,122,249,.490,41,114,.360,81,135,.600,.572,20,54,.370,36,107,143,112,31,25,33,75,305,
