Season,Team,Lg,Salary
2002-03,Indiana Pacers,NBA,"$1,367,400"
2003-04,Indiana Pacers,NBA,"$1,506,000"
2004-05,Indiana Pacers,NBA,"$1,572,480"
2005-06,Indiana Pacers,NBA,"$2,328,843"
2006-07,Portland Trail Blazers,NBA,"$3,100,000"
2007-08,New York Knicks,NBA,"$3,300,000"
2008-09,Los Angeles Clippers,NBA,"$622,531"
Career,(may be incomplete),,"$13,797,254"
