"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2014-15,25,BOS,NBA,EC1,CLE,L (0-4),4.0,22.5,8.5,4.5,0.5,0.5,0.3,15.0,29.0,0.517,0.0,0.0,15.0,29.0,0.517,0.517,4.0,5.0,0.8,2.0,16.0,18.0,2.0,2.0,1.0,4.0,5.0,34.0,
2015-16,26,BOS,NBA,EC1,ATL,L (2-4),3.0,12.7,6.0,5.0,0.7,0.0,0.7,7.0,15.0,0.467,0.0,0.0,7.0,15.0,0.467,0.467,4.0,6.0,0.667,4.0,11.0,15.0,2.0,0.0,2.0,2.0,1.0,18.0,
2016-17,27,BOS,NBA,EC1,CHI,W (4-2),3.0,5.7,1.3,1.7,0.0,0.0,0.0,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,
2016-17,27,BOS,NBA,ECS,WAS,W (4-3),3.0,6.7,4.3,2.0,0.7,0.0,0.0,4.0,11.0,0.364,0.0,0.0,4.0,11.0,0.364,0.364,5.0,6.0,0.833,2.0,4.0,6.0,2.0,0.0,0.0,0.0,3.0,13.0,
2016-17,27,BOS,NBA,ECF,CLE,L (1-4),5.0,8.2,3.0,1.6,1.2,0.0,0.4,7.0,10.0,0.7,0.0,0.0,7.0,10.0,0.7,0.7,1.0,2.0,0.5,4.0,4.0,8.0,6.0,0.0,2.0,3.0,3.0,15.0,
2017-18,28,MIL,NBA,EC1,BOS,L (3-4),7.0,9.4,1.6,2.0,0.4,0.6,0.4,4.0,5.0,0.8,0.0,0.0,4.0,5.0,0.8,0.8,3.0,4.0,0.75,2.0,12.0,14.0,3.0,4.0,3.0,1.0,11.0,11.0,
4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),2-4,25.0,10.9,3.8,2.6,0.6,0.2,0.3,39.0,74.0,0.527,0.0,0.0,39.0,74.0,0.527,0.527,17.0,23.0,0.739,16.0,50.0,66.0,15.0,6.0,8.0,11.0,24.0,95.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),1-3,17.0,12.4,3.9,3.1,0.4,0.4,0.4,28.0,53.0,0.528,0.0,0.0,28.0,53.0,0.528,0.528,11.0,15.0,0.733,10.0,42.0,52.0,7.0,6.0,6.0,8.0,18.0,67.0,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),1-0,3.0,6.7,4.3,2.0,0.7,0.0,0.0,4.0,11.0,0.364,0.0,0.0,4.0,11.0,0.364,0.364,5.0,6.0,0.833,2.0,4.0,6.0,2.0,0.0,0.0,0.0,3.0,13.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,5.0,8.2,3.0,1.6,1.2,0.0,0.4,7.0,10.0,0.7,0.0,0.0,7.0,10.0,0.7,0.7,1.0,2.0,0.5,4.0,4.0,8.0,6.0,0.0,2.0,3.0,3.0,15.0,
