"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2014-15,25,BOS,NBA,C,4.0,4.0,90.0,0.517,7.2,1.0,0.31,0.345,0.172,0.172,0.0,0.517,0.556,0.6,0.4,0.4,0.733,0.103,2.0,0.0,0.0,
2015-16,26,BOS,NBA,C,3.0,0.0,38.0,0.467,9.3,1.0,0.467,0.067,0.067,0.4,0.0,0.467,0.571,1.0,0.0,0.333,0.857,0.0,0.0,0.0,0.0,
2016-17,27,BOS,NBA,C,11.0,0.0,78.0,0.52,7.4,1.0,0.56,0.12,0.04,0.28,0.0,0.52,0.714,0.333,0.0,0.286,0.692,0.0,0.0,0.0,0.0,
2017-18,28,MIL,NBA,C,7.0,3.0,66.0,0.8,4.8,1.0,0.6,0.2,0.2,0.0,0.0,0.8,1.0,0.0,1.0,,0.75,0.2,1.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,25.0,7.0,272.0,0.527,7.2,1.0,0.446,0.203,0.108,0.243,0.0,0.527,0.667,0.533,0.375,0.333,0.744,0.054,3.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,23.0,892.0,0.527,7.2,1.0,0.446,0.203,0.108,0.243,0.0,0.527,0.667,0.533,0.375,0.333,0.744,0.054,10.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),,18.0,4.0,206.0,0.507,7.9,1.0,0.435,0.203,0.101,0.261,0.0,0.507,0.633,0.571,0.286,0.333,0.743,0.043,2.0,0.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,7.0,3.0,66.0,0.8,4.8,1.0,0.6,0.2,0.2,0.0,0.0,0.8,1.0,0.0,1.0,,0.75,0.2,1.0,0.0,0.0,
