Season,Team,Lg,Salary
2005-06,Portland Trail Blazers,NBA,"$2,586,120"
2006-07,Portland Trail Blazers,NBA,"$2,780,160"
2007-08,Portland Trail Blazers,NBA,"$2,974,080"
2008-09,Portland Trail Blazers,NBA,"$3,771,133"
2009-10,Portland Trail Blazers,NBA,"$4,344,000"
2010-11,Minnesota Timberwolves,NBA,"$4,800,000"
2011-12,Minnesota Timberwolves,NBA,"$5,256,000"
2012-13,Washington Wizards,NBA,"$1,600,000"
2012-13,Minnesota Timberwolves,NBA,"$600,000"
2013-14,Washington Wizards,NBA,"$5,150,000"
2014-15,Washington Wizards,NBA,"$5,381,750"
2015-16,Washington Wizards,NBA,"$5,613,500"
2016-17,Washington Wizards,NBA,"$830,000"
2017-18,Washington Wizards,NBA,"$833,333"
2018-19,Washington Wizards,NBA,"$833,333"
Career,(may be incomplete),,"$47,353,409"
