Season,Team,Lg,Salary
2007-08,Portland Trail Blazers,NBA,"$4,662,000"
2008-09,Portland Trail Blazers,NBA,"$5,011,680"
2009-10,Portland Trail Blazers,NBA,"$5,361,240"
2010-11,Portland Trail Blazers,NBA,"$6,760,524"
2011-12,Portland Trail Blazers,NBA,"$1,500,000"
2013-14,Miami Heat,NBA,"$1,027,424"
Career,(may be incomplete),,"$24,322,868"
